antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"breakfast, produce","dairy eggs, frozen",0.13003891050583657,0.27206225680933854,0.0578988326848249,0.4452423698384201,1.636545896002202,1.0,0.022520153219579397,1.3121725662045256,0.4470969473292376,0.1682116210716708,0.23790511571773548,0.3290285075736723
"beverages, frozen, produce","dairy eggs, snacks",0.14638132295719844,0.329727626459144,0.07898832684824902,0.5396065922381712,1.636522235133467,1.0,0.030722360671622574,1.4558687466863167,0.4556462076061196,0.19890260631001372,0.3131248937954835,0.38958144103293973
"bakery, beverages, dairy eggs","frozen, produce",0.12116731517509728,0.2906614785992218,0.05758754863813229,0.47527296082209375,1.6351425827480333,1.0,0.02236887765144059,1.351823840662193,0.44198690410945785,0.1625659050966608,0.26025864471353866,0.33669939875107363
"dairy eggs, frozen, pantry, produce",bakery,0.11105058365758755,0.28249027237354085,0.051284046692607006,0.46180798878766643,1.634774836342015,1.0,0.019913337067934418,1.3331853923476007,0.4368020912471007,0.14984083674397453,0.24991677396111864,0.3216753442560922
"dry goods pasta, frozen","produce, snacks",0.09291828793774319,0.3476264591439689,0.05276264591439689,0.5678391959798995,1.633475188793756,1.0,0.020461790488879465,1.5095620305854676,0.4275339982142965,0.13606261288380492,0.3375562052179063,0.35980945695569855
"beverages, pantry, produce","dairy eggs, snacks",0.14233463035019456,0.329727626459144,0.07657587548638133,0.5379989065062876,1.6316464358286038,1.0,0.029644215658072036,1.4508025694748232,0.45136732682543224,0.1936245572609209,0.3107263379317073,0.38511934940608217
"bakery, beverages, dairy eggs","produce, snacks",0.12116731517509728,0.3476264591439689,0.06863813229571984,0.5664739884393063,1.6295479631620966,1.0,0.026517167557419487,1.5048083009079116,0.4395977641920134,0.17152858809801633,0.33546352754921693,0.38196097004235297
"bakery, beverages","dairy eggs, frozen",0.14264591439688715,0.27206225680933854,0.06319066147859922,0.44298963447899625,1.6282656759310932,1.0,0.02438209208315039,1.3068657034950861,0.45004697174228275,0.17976533097188396,0.23481043436552293,0.3376275403516263
"dairy eggs, deli, produce",bakery,0.17042801556420234,0.28249027237354085,0.07828793774319066,0.4593607305936073,1.6261116771702078,1.0,0.030143681206377088,1.3271505941739408,0.46413824743844634,0.20897382633984213,0.2465060073891382,0.3682478584097513
"bakery, beverages, produce","dairy eggs, pantry",0.12287937743190662,0.2691828793774319,0.05377431906614786,0.43761874604179857,1.6257302360905208,1.0,0.02069729443292101,1.2995047674133278,0.43881284923553526,0.15896020243846332,0.23047608206124073,0.3186937326624142
"beverages, dairy eggs, pantry","produce, snacks",0.13571984435797665,0.3476264591439689,0.07657587548638133,0.5642201834862386,1.6230645528986267,1.0,0.029396066556647338,1.497025599016998,0.44416333952642606,0.18825330017218292,0.33200875078112435,0.39225112599429457
"bakery, pantry","beverages, dairy eggs, produce",0.12381322957198443,0.2676264591439689,0.05377431906614786,0.4343180389692018,1.6228516431387738,1.0,0.020638622840618327,1.2946736705577175,0.43803529294268395,0.15925328416685874,0.22760459045311263,0.3176242710112075
"beverages, frozen","dairy eggs, produce, snacks",0.17571984435797666,0.27719844357976653,0.07898832684824902,0.4495128432240921,1.6216283086551329,1.0,0.030279059486139077,1.3130216527730385,0.4650553257035703,0.21123829344432882,0.23839793663109207,0.3672325586137305
"canned goods, dairy eggs, snacks",frozen,0.09073929961089494,0.35089494163424123,0.05159533073929961,0.5686106346483705,1.6204583400380486,1.0,0.019755369498402703,1.5046848867882199,0.4211010609705658,0.13228252194732643,0.33540902232724623,0.3578249447360282
"bakery, produce, snacks","beverages, dairy eggs",0.1308171206225681,0.3242023346303502,0.06863813229571984,0.5246876859012493,1.6183957666421154,1.0,0.026226916380263136,1.4217970907213784,0.4396130852137913,0.17764350453172204,0.29666475861711805,0.3682007800605622
"bakery, frozen","dairy eggs, pantry",0.12731517509727627,0.2691828793774319,0.05540856031128405,0.4352078239608802,1.61677378950486,1.0,0.02113749489015731,1.2939575858642007,0.43713866895914616,0.16244581336983802,0.22717714172051012,0.3205238310321892
"bakery, snacks","frozen, produce",0.15105058365758756,0.2906614785992218,0.0709727626459144,0.46986089644513135,1.6165227628701304,1.0,0.02706817665672455,1.3380233916801851,0.4492473018415503,0.19143576826196473,0.2526289105123355,0.3570188016362203
"dairy eggs, frozen, snacks",bakery,0.15392996108949417,0.28249027237354085,0.07027237354085603,0.45652173913043476,1.6160618038088392,1.0,0.026788656906236274,1.320217898832685,0.4505676442762535,0.19192348565356002,0.24254927850608315,0.35264103485447357
"dairy eggs, dry goods pasta","pantry, produce",0.14848249027237354,0.291284046692607,0.06980544747081711,0.47012578616352196,1.6139771178736997,1.0,0.026554866841284497,1.337517348081608,0.446746573144259,0.18868321413546488,0.2523461460636057,0.3548865639340185
"canned goods, frozen","dairy eggs, snacks",0.09696498054474709,0.329727626459144,0.05159533073929961,0.5321027287319422,1.613764471136525,1.0,0.01962329785462308,1.4325203729535276,0.42116958681226574,0.137551867219917,0.3019296486944685,0.3442906846397497
"dairy eggs, frozen, pantry",bakery,0.12155642023346304,0.28249027237354085,0.05540856031128405,0.4558258642765685,1.6135984451663652,1.0,0.021070054050780482,1.3185296406500342,0.4328873657219758,0.15892857142857145,0.2415794312314431,0.3259845574826369
"dairy eggs, deli, snacks","pantry, produce",0.11478599221789883,0.291284046692607,0.05392996108949416,0.46983050847457625,1.612963407400028,1.0,0.020494632772638494,1.336772418322768,0.4293008578722864,0.15314917127071823,0.2519295084987707,0.3274880568020757
"beverages, deli","dairy eggs, frozen",0.12311284046692607,0.27206225680933854,0.054007782101167315,0.438685208596713,1.6124442020788792,1.0,0.020513424881527346,1.2968440424860659,0.43314980373381445,0.15830291970802918,0.2288972557694849,0.318598897204535
"bakery, dairy eggs, frozen","pantry, produce",0.10926070038910506,0.291284046692607,0.051284046692607006,0.4693732193732194,1.6113934995847903,1.0,0.01945814773879999,1.335620400595409,0.42595978159104037,0.1468360071301248,0.25128427242185897,0.32271760087015233
dry goods pasta,"dairy eggs, frozen",0.18054474708171206,0.27206225680933854,0.07906614785992218,0.4379310344827586,1.6096721376154026,1.0,0.029946736513800358,1.295103960277864,0.4622039766396722,0.21166666666666667,0.2278612137164259,0.36427444172650514
"canned goods, snacks",pantry,0.1048249027237354,0.34653696498054476,0.05844357976653697,0.5575352635486266,1.6088767430046826,1.0,0.02211787612227286,1.4768703157235004,0.42276460503037877,0.14874232521291345,0.3228924778611232,0.3630928058142864
"beverages, deli","frozen, produce",0.12311284046692607,0.2906614785992218,0.057509727626459145,0.4671302149178255,1.607128048646334,1.0,0.021725567381792307,1.3311667151317095,0.43081032759252613,0.16142420270860638,0.24877929365815227,0.33249415699037194
"bakery, dairy eggs, produce, snacks",frozen,0.11455252918287938,0.35089494163424123,0.06459143968871596,0.563858695652174,1.6069159989200346,1.0,0.024395536647034782,1.4882907257233597,0.42655261580687315,0.16113376043486702,0.3280882674895619,0.3739674937564485
"dairy eggs, pantry, snacks",bakery,0.14863813229571984,0.28249027237354085,0.06747081712062257,0.45392670157068066,1.6068755138245858,1.0,0.02548199064331027,1.313943988270889,0.4436119000778072,0.18553391825379842,0.23893255045371437,0.3463848383886461
"frozen, pantry","dairy eggs, snacks",0.1452918287937743,0.329727626459144,0.07696498054474708,0.5297268344938404,1.6065588442874317,1.0,0.029058250692667563,1.4252830539872188,0.44173157762796755,0.1933528836754643,0.2983849788976952,0.3815733535225869
canned goods,"dairy eggs, pantry",0.2,0.2691828793774319,0.0864591439688716,0.43229571984435794,1.6059554784619832,1.0,0.032622568093385214,1.2873200822481152,0.47164716471647167,0.22590483936559577,0.22319241827281436,0.37674340776837734
"beverages, pantry, produce","dairy eggs, frozen",0.14233463035019456,0.27206225680933854,0.06217898832684825,0.43685073810825586,1.605701368618732,1.0,0.023455107571651347,1.2926195459181744,0.4398209403165807,0.17653557224922667,0.22637716321264567,0.3326988244317023
"canned goods, produce, snacks",frozen,0.09416342412451362,0.35089494163424123,0.052996108949416344,0.5628099173553719,1.6039271319619715,1.0,0.01995463973716484,1.4847204548630775,0.41567131416806713,0.13517268757443432,0.3264725378271825,0.35692059407356086
"beverages, dry goods pasta","produce, snacks",0.09268482490272374,0.3476264591439689,0.051673151750972764,0.5575146935348446,1.6037751985499782,1.0,0.019453454253660157,1.4743394443254896,0.4149288206949075,0.1329595514617541,0.3217301457619889,0.3530801584978902
"bakery, pantry","produce, snacks",0.12381322957198443,0.3476264591439689,0.0690272373540856,0.5575109993714645,1.6037645717312108,1.0,0.025986482762797317,1.474327135656173,0.4296653370026014,0.17153355250435118,0.321724483111454,0.3780391352353181
"bakery, frozen","produce, snacks",0.12731517509727627,0.3476264591439689,0.0709727626459144,0.5574572127139364,1.6036098462892507,1.0,0.026714639131553843,1.4741479459122473,0.4313205767227056,0.17568869196686573,0.3216420354734681,0.38081054054098434
"bakery, beverages","dairy eggs, snacks",0.14264591439688715,0.329727626459144,0.07540856031128405,0.5286415711947627,1.6032674509919047,1.0,0.02837426153310422,1.422001459143969,0.4388778839120291,0.18996275240148994,0.29676584115322197,0.37867056138213473
"canned goods, dairy eggs","frozen, produce",0.16319066147859923,0.2906614785992218,0.07603112840466926,0.46590367191225557,1.6029082152804508,1.0,0.028597889445714536,1.3281097137298497,0.4494858543677462,0.20123583934088565,0.24705015733104596,0.3637416619266767
"beverages, dairy eggs, produce, snacks",bakery,0.15167315175097276,0.28249027237354085,0.06863813229571984,0.45253976398152895,1.601965831174283,1.0,0.02579194234583415,1.3106152381855378,0.4429506872926218,0.18777943368107305,0.23699956259898558,0.3477574852965496
"beverages, dairy eggs, frozen","produce, snacks",0.14186770428015563,0.3476264591439689,0.07898832684824902,0.5567745474492595,1.6016460565755504,1.0,0.02967135914245484,1.4718774319066148,0.4377440773453069,0.19241706161137437,0.32059560237659357,0.39199819828249854
"dairy eggs, deli, produce, snacks",frozen,0.1038910505836576,0.35089494163424123,0.058365758754863814,0.5617977528089887,1.6010426089145053,1.0,0.02191091462399128,1.4812910306295517,0.41893009118541036,0.14723203769140167,0.32491321467396056,0.3640658757391584
"beverages, canned goods","dairy eggs, snacks",0.09750972762645914,0.329727626459144,0.05143968871595331,0.5275339185953711,1.599908155286882,1.0,0.019288037669003312,1.4186677095383322,0.41547718859421223,0.13688134189273138,0.29511330012196896,0.34177026352237283
"frozen, pantry","beverages, dairy eggs, produce",0.1452918287937743,0.2676264591439689,0.06217898832684825,0.42795929298339586,1.5990918624125143,1.0,0.02329505064421869,1.280282210466489,0.43833096478492145,0.1772797869980031,0.21892220963092515,0.3301471370412763
canned goods,"pantry, produce",0.2,0.291284046692607,0.0930739299610895,0.4653696498054475,1.5976489446967674,1.0,0.0348171206225681,1.325618631732169,0.4676003344481606,0.23373070158295878,0.24563522565059848,0.3924497193724005
"deli, snacks",bakery,0.13712062256809338,0.28249027237354085,0.061867704280155644,0.4511918274687855,1.5971942101856456,1.0,0.02313246226286545,1.3073962151787188,0.433319039451115,0.17293887317815967,0.2351209309082314,0.33510004596579773
"beverages, dairy eggs, pantry, produce",bakery,0.11929961089494164,0.28249027237354085,0.05377431906614786,0.4507501630789302,1.595630742579684,1.0,0.02007333949037835,1.3063449078994795,0.42385423003212125,0.15451699463327373,0.2345053791284439,0.3205541449003466
"bakery, frozen, produce","beverages, dairy eggs",0.11136186770428015,0.3242023346303502,0.05758754863813229,0.517120894479385,1.5950560475420301,1.0,0.02148377113960847,1.3995173070100853,0.41981406049187814,0.15235742227712581,0.2854679288415589,0.3473746575133363
"breakfast, dairy eggs, produce",bakery,0.1111284046692607,0.28249027237354085,0.05003891050583657,0.4502801120448179,1.5939667878170551,1.0,0.01864621720238005,1.3052278866886415,0.4192218068157464,0.14563986409966023,0.23385026461777764,0.3137075491353566
"dry goods pasta, snacks","beverages, dairy eggs",0.09852140077821012,0.3242023346303502,0.05089494163424124,0.5165876777251185,1.5934113439192925,1.0,0.01895407349089312,1.3979736018921187,0.41311647828070347,0.1368773545416492,0.28467891049836164,0.3367863976719687
"dairy eggs, frozen, snacks","pantry, produce",0.15392996108949417,0.291284046692607,0.07143968871595331,0.46410515672396363,1.5933078450181493,1.0,0.026602346742569914,1.3224907128698333,0.4401230159302704,0.19113054341036853,0.24385102271910977,0.3546814856555966
"canned goods, snacks",frozen,0.1048249027237354,0.35089494163424123,0.05859922178988327,0.5590200445434299,1.5931265407813429,1.0,0.021816693666823123,1.4719604606375036,0.4159001653128424,0.1475602586713698,0.3206339254745324,0.3630096896037176
breakfast,"dairy eggs, produce, snacks",0.16124513618677042,0.27719844357976653,0.07120622568093385,0.44160231660231664,1.5930908950981946,1.0,0.026509324895153598,1.2944207648251718,0.4438596331121785,0.19389701207883026,0.22745367876181835,0.3492402374701645
"pantry, snacks","beverages, dairy eggs, produce",0.17961089494163424,0.2676264591439689,0.07657587548638133,0.42634315424610053,1.5930530770754265,1.0,0.028507247649472364,1.2766753265073412,0.4537779968010266,0.2065924837287424,0.21671549591567227,0.356236421554571
"beverages, dry goods pasta",frozen,0.09268482490272374,0.35089494163424123,0.05175097276264591,0.558354324097397,1.5912293334778338,1.0,0.019228336538024797,1.4697416815848259,0.4095104817537453,0.1320754716981132,0.31960832809633766,0.35291856812543393
"dry goods pasta, snacks",pantry,0.09852140077821012,0.34653696498054476,0.05424124513618677,0.5505529225908373,1.5887278363557735,1.0,0.020099937924873953,1.4539265418886298,0.4110641898586681,0.13878932696136997,0.3122073425380802,0.35353830724197155
"deli, produce, snacks","beverages, dairy eggs",0.12031128404669261,0.3242023346303502,0.06194552529182879,0.5148771021992238,1.5881350847959734,1.0,0.022940326121515843,1.3930442542153048,0.42097918822705177,0.16192026037428803,0.28214771571395963,0.3529738367453152
"dairy eggs, deli, snacks","beverages, produce",0.11478599221789883,0.34054474708171206,0.06194552529182879,0.5396610169491526,1.584699284231401,1.0,0.02285575860346107,1.4325427070021721,0.4168093213319345,0.15746785361028684,0.30194053195617304,0.360781148328324
deli,"dairy eggs, produce, snacks",0.23665369649805448,0.27719844357976653,0.1038910505836576,0.43900032883919765,1.583704162151513,1.0,0.03829101424699845,1.2884170768311431,0.48283320026743004,0.2534168564920274,0.22385381412399763,0.40689488648585376
"canned goods, produce","dairy eggs, frozen",0.17649805447470818,0.27206225680933854,0.07603112840466926,0.4307760141093474,1.583372935155925,1.0,0.028012669381822577,1.2788247881924246,0.44740252416813303,0.20409442239398368,0.21803204846109833,0.35511912833613823
"bakery, deli",frozen,0.09603112840466926,0.35089494163424123,0.05330739299610895,0.5551053484602917,1.581970221271845,1.0,0.019610555799482197,1.459008455415931,0.40695743097866516,0.1354290233293792,0.31460301255421996,0.3535118669558056
"beverages, produce, snacks","dairy eggs, frozen",0.18396887159533074,0.27206225680933854,0.07898832684824902,0.4293570219966159,1.5781572461832134,1.0,0.028937340459355927,1.2756447923667336,0.4489406940898913,0.2094943240454076,0.21608271676892388,0.3598444148884681
"beverages, frozen, produce","dairy eggs, pantry",0.14638132295719844,0.2691828793774319,0.06217898832684825,0.42477405635300375,1.5780129008777386,1.0,0.0227756423261518,1.2704870645943167,0.42910450443398857,0.17595243338471703,0.21290029007944822,0.3278828362135068
"pantry, produce, snacks",bakery,0.154863813229572,0.28249027237354085,0.0690272373540856,0.44572864321608036,1.5778548389329567,1.0,0.02527971657405865,1.2945098440404836,0.43333624006261917,0.1874075639129516,0.2275068400571185,0.3450406301479851
"beverages, dairy eggs, frozen",bakery,0.14186770428015563,0.28249027237354085,0.06319066147859922,0.44541963795940764,1.5767609773494182,1.0,0.023114415055489113,1.2937885593106184,0.42626115656107877,0.17496229260935145,0.22707617654863213,0.33455554900725204
"beverages, dairy eggs, pantry","frozen, produce",0.13571984435797665,0.2906614785992218,0.06217898832684825,0.4581422018348624,1.5762054333542117,1.0,0.022730457690502498,1.309086117802071,0.42297041119515716,0.17072649572649573,0.23610831525814388,0.3360322789629466
"dairy eggs, deli","frozen, produce",0.19011673151750974,0.2906614785992218,0.0870817120622568,0.4580433892754809,1.5758654758205968,1.0,0.031822101772926145,1.3088474379018888,0.45121078795438496,0.22118995848982007,0.23596901285682165,0.378820891424889
"pantry, snacks","dairy eggs, frozen",0.17961089494163424,0.27206225680933854,0.07696498054474708,0.4285095320623917,1.575042187357475,1.0,0.028099635119381065,1.273753079062962,0.4450283031771033,0.20539979231568017,0.21491848268139113,0.35570213445224846
"frozen, produce, snacks",bakery,0.15961089494163425,0.28249027237354085,0.0709727626459144,0.4446611409068747,1.5740759395739228,1.0,0.02588423746006753,1.2920214673940893,0.4339735404350306,0.19123505976095617,0.22601905213159867,0.3479504051641812
"frozen, pantry","produce, snacks",0.1452918287937743,0.3476264591439689,0.07945525291828794,0.5468666309587574,1.5731444387329376,1.0,0.028947968932156426,1.4396943271610052,0.42626299053750866,0.1921701486918878,0.3054081125873831,0.3877158317095108
"canned goods, frozen","produce, snacks",0.09696498054474709,0.3476264591439689,0.052996108949416344,0.5465489566613162,1.572230600648738,1.0,0.019288516101682085,1.4386857201886987,0.40304194057343135,0.13533386327503977,0.30492116105188033,0.3495001331325386
"dairy eggs, deli","produce, snacks",0.19011673151750974,0.3476264591439689,0.1038910505836576,0.5464592713876382,1.571972607416868,1.0,0.037801444382201094,1.4384012277177656,0.4492704240771391,0.23946188340807173,0.30478368571288916,0.4226587827723953
"dairy eggs, deli",bakery,0.19011673151750974,0.28249027237354085,0.0843579766536965,0.44371674171101105,1.5707328184535791,1.0,0.030651849384547833,1.2898280092652241,0.4486504435525761,0.21727801162557625,0.22470283416339393,0.3711696656213458
"frozen, snacks","beverages, dairy eggs, produce",0.18801556420233462,0.2676264591439689,0.07898832684824902,0.4201158940397351,1.5697845997122988,1.0,0.028670387136822663,1.2629653638173957,0.44701586609143473,0.2097107438016529,0.2082126488588456,0.3576299156153895
"canned goods, dairy eggs, produce",pantry,0.14785992217898833,0.34653696498054476,0.08038910505836576,0.5436842105263158,1.568906828040233,1.0,0.02915017638419961,1.4320412532144924,0.4255327613414845,0.19417293233082705,0.3016960944698294,0.387831326013214
"bakery, snacks","pantry, produce",0.15105058365758756,0.291284046692607,0.0690272373540856,0.45698093766099945,1.5688498661351438,1.0,0.025028612091023326,1.3051400999712046,0.4271048087369912,0.1849072336877215,0.23379873162883968,0.3469783128059205
"bakery, dairy eggs, snacks","beverages, produce",0.12848249027237355,0.34054474708171206,0.06863813229571984,0.534221683827983,1.5687268366520981,1.0,0.02488409514148586,1.4158135534045426,0.4159874980739087,0.17142857142857143,0.2936923102654686,0.36788780717907377
"deli, pantry, produce",frozen,0.09291828793774319,0.35089494163424123,0.0511284046692607,0.550251256281407,1.5681367583091774,1.0,0.018523847446592683,1.4432615264221897,0.3994133187916624,0.13020214030915578,0.307124882294219,0.34797991955786917
dry goods pasta,"frozen, produce",0.18054474708171206,0.2906614785992218,0.08217898832684825,0.45517241379310347,1.5659880902922032,1.0,0.029701585186755287,1.3019504506723143,0.44105585772252437,0.21124224844968995,0.23192161461781455,0.36895166874394125
"canned goods, frozen",pantry,0.09696498054474709,0.34653696498054476,0.05260700389105059,0.5425361155698234,1.5655937761222165,1.0,0.019005053823676364,1.4284472660249845,0.4000561426482197,0.13458092773243083,0.2999391550639789,0.34717194280624564
dry goods pasta,"dairy eggs, pantry",0.18054474708171206,0.2691828793774319,0.07603112840466926,0.4211206896551724,1.5644408389907387,1.0,0.027431573528743813,1.262468890427668,0.44028515301118515,0.20345689296126612,0.20790127378010495,0.3517861326275284
"deli, snacks","dairy eggs, pantry",0.13712062256809338,0.2691828793774319,0.0577431906614786,0.4211123723041998,1.564409940476718,1.0,0.020832666656573157,1.2624507515068286,0.4181133145081934,0.1656619781201161,0.2078898928877614,0.31781261864704063
"bakery, pantry","frozen, produce",0.12381322957198443,0.2906614785992218,0.05626459143968872,0.454431175361408,1.5634379125553124,1.0,0.02027685506215083,1.3001815524753895,0.411309495511014,0.15707147512491854,0.23087664326868815,0.32400273627508147
"deli, frozen","pantry, produce",0.11229571984435797,0.291284046692607,0.0511284046692607,0.45530145530145527,1.5630840771102592,1.0,0.018418452966736817,1.301115929545252,0.40580985880255377,0.14506513579156546,0.23142897777794008,0.3154145534589029
"bakery, dairy eggs, produce, snacks",pantry,0.11455252918287938,0.34653696498054476,0.062023346303501946,0.5414402173913043,1.562431348187348,1.0,0.02232666050962164,1.4250334630350194,0.40654233124612793,0.15542121684867394,0.29826209282818394,0.36021034000039054
breakfast,"dairy eggs, snacks",0.16124513618677042,0.329727626459144,0.08295719844357977,0.5144787644787645,1.5603144025376736,1.0,0.029790222410634525,1.3805212305930952,0.42813882911371465,0.20331871066183482,0.27563591356694805,0.3830359364050655
"deli, produce, snacks",frozen,0.12031128404669261,0.35089494163424123,0.06583657587548639,0.5472186287192755,1.5594942069289621,1.0,0.023619954881981563,1.433594886047804,0.40783341615093893,0.16241121136494532,0.30245286884578476,0.3674216896091388
"dairy eggs, deli, snacks",frozen,0.11478599221789883,0.35089494163424123,0.06280155642023347,0.5471186440677966,1.5592092650856482,1.0,0.02252373238050539,1.4332783848645123,0.4051554393561829,0.15588178481746187,0.30229883422505543,0.3630470133179968
"bakery, dairy eggs, snacks",frozen,0.12848249027237355,0.35089494163424123,0.07027237354085603,0.5469412477286493,1.5587037110918482,1.0,0.025188517615709546,1.4327171809650636,0.41128405211784747,0.17177097203728361,0.30202554050031694,0.3736036910632601
"breakfast, produce","dairy eggs, pantry",0.13003891050583657,0.2691828793774319,0.05455252918287938,0.419509275882705,1.558454523010338,1.0,0.01954828082181411,1.2589643387219704,0.4119019523946916,0.15827500564461505,0.20569632574728558,0.3110845020639313
"canned goods, pantry","dairy eggs, snacks",0.10194552529182879,0.329727626459144,0.05237354085603113,0.5137404580152672,1.5580752620949219,1.0,0.01875928477342579,1.3784251323995629,0.3988427100259836,0.13807960607304062,0.2745344114125373,0.3362896295268689
dry goods pasta,"dairy eggs, produce, snacks",0.18054474708171206,0.27719844357976653,0.0778988326848249,0.4314655172413793,1.5565221495091872,1.0,0.027852109797271728,1.2713416307012446,0.436316769650103,0.20508092603974595,0.2134293600938549,0.35624370752579915
"deli, produce","dairy eggs, frozen",0.2056809338521401,0.27206225680933854,0.0870817120622568,0.4233825198637911,1.5561971911469437,1.0,0.031123693015791293,1.262427464076718,0.44995509836465575,0.2229083665338645,0.20787528118983487,0.3717313056984859
"dairy eggs, dry goods pasta, produce",bakery,0.13315175097276263,0.28249027237354085,0.058521400778210116,0.43950905902980714,1.555837853590364,1.0,0.02090732637890052,1.2801450927725462,0.41213614996571385,0.16387012421006755,0.21883854756323445,0.32333579673253443
"beverages, canned goods","produce, snacks",0.09750972762645914,0.3476264591439689,0.052684824902723734,0.5403032721468476,1.5542639460682766,1.0,0.0187878635558449,1.4191389699524428,0.39513848192543044,0.13424548879635137,0.29534737529368854,0.3459295630937954
"frozen, pantry, produce",bakery,0.12840466926070038,0.28249027237354085,0.05626459143968872,0.43818181818181823,1.551139494114701,1.0,0.01999152144619904,1.2771208744160276,0.40765782454060473,0.1586570111915734,0.21698875961348854,0.31867768595041324
"breakfast, dairy eggs","produce, snacks",0.13229571984435798,0.3476264591439689,0.07120622568093385,0.538235294117647,1.5483150950104687,1.0,0.025216733031537188,1.4127834642742076,0.4081305594354186,0.17421934501142416,0.2921774459515405,0.3715353770789713
"bakery, dairy eggs, frozen","beverages, produce",0.10926070038910506,0.34054474708171206,0.05758754863813229,0.527065527065527,1.5477129850987252,1.0,0.02037939105815379,1.394390323941681,0.39729399152778494,0.14682539682539683,0.28284069185650484,0.34808486590936316
"bakery, beverages","produce, snacks",0.14264591439688715,0.3476264591439689,0.07673151750972762,0.5379159847244954,1.547396553326565,1.0,0.027144023376584045,1.4118072023484123,0.4126104392234682,0.18554761008656376,0.2916879880364745,0.3793228905041774
"beverages, dairy eggs, pantry",bakery,0.13571984435797665,0.28249027237354085,0.05929961089494164,0.4369266055045872,1.5466961103950263,1.0,0.02096007509576224,1.2742738950922046,0.40896528938744897,0.16522116218560276,0.2152393579971741,0.323421980438244
"beverages, produce, snacks","dairy eggs, pantry",0.18396887159533074,0.2691828793774319,0.07657587548638133,0.41624365482233505,1.546322915428449,1.0,0.027054604914533154,1.2519215022838777,0.43295474104845955,0.20334779913205211,0.2012278739715691,0.3503594683478545
"bakery, produce, snacks",frozen,0.1308171206225681,0.35089494163424123,0.0709727626459144,0.5425342058298632,1.5461442769824225,1.0,0.025069696740298873,1.4189149585342529,0.4063929885821188,0.17279272451686248,0.29523612815174954,0.37239817410588305
"bakery, beverages","dairy eggs, pantry",0.14264591439688715,0.2691828793774319,0.05929961089494164,0.4157119476268413,1.5443476516348398,1.0,0.02090177292616089,1.2507822428582331,0.411122324196178,0.16821192052980136,0.2005003223304133,0.3180034152704892
"beverages, frozen, produce",bakery,0.14638132295719844,0.28249027237354085,0.06381322957198443,0.43593833067517274,1.543197671949303,1.0,0.022461929779406198,1.2720412796092078,0.4123561077893576,0.17480281389895544,0.21386199014923749,0.3309168237397902
"dry goods pasta, snacks","beverages, produce",0.09852140077821012,0.34054474708171206,0.051673151750972764,0.5244865718799369,1.5401399562744946,1.0,0.018122206240821212,1.386827824243443,0.38903681022432274,0.1333869023704299,0.27892995617856836,0.33811165888329564
"bakery, snacks","beverages, dairy eggs",0.15105058365758756,0.3242023346303502,0.07540856031128405,0.4992272024729521,1.539863070517867,1.0,0.026437608442217146,1.3495095354758129,0.4129711400845781,0.1885947839626314,0.2589900451148589,0.3659122090137204
"beverages, canned goods",frozen,0.09750972762645914,0.35089494163424123,0.052684824902723734,0.5403032721468476,1.5397864375885988,1.0,0.018469154718466593,1.4120288856463468,0.3884355310655012,0.13313667649950836,0.29179919039527535,0.3452237141395138
"bakery, beverages","frozen, produce",0.14264591439688715,0.2906614785992218,0.06381322957198443,0.447354064375341,1.5390896190691115,1.0,0.02235155717724719,1.2835315989413882,0.40854212004950213,0.17270429654591404,0.22089958609140226,0.33344945521310554
"dairy eggs, meat seafood","frozen, produce",0.13494163424124514,0.2906614785992218,0.06031128404669261,0.4469434832756632,1.5376770442014114,1.0,0.02108894911353692,1.282578723784097,0.40421362987382325,0.16510438858116747,0.2203207635866453,0.3272200682777245
"beverages, frozen","dairy eggs, snacks",0.17571984435797666,0.329727626459144,0.0890272373540856,0.5066430469441984,1.536550189575867,1.0,0.031087550152159756,1.3585951700675518,0.4236319996091521,0.21379181461409083,0.2639455652191976,0.38832270355234466
"breakfast, frozen",snacks,0.07385214007782101,0.4424124513618677,0.05019455252918288,0.6796628029504742,1.5362650867042382,1.0,0.017521446199034056,1.740626919926275,0.37690598601251035,0.10769744531641343,0.42549435002283237,0.39655963366521074
"beverages, canned goods",pantry,0.09750972762645914,0.34653696498054476,0.05190661478599222,0.5323224261771748,1.536120183331843,1.0,0.018115889718239492,1.3972511653231698,0.38671804047963093,0.13236753324072237,0.28430905994720695,0.34105454342768465
"dairy eggs, dry goods pasta, produce",frozen,0.13315175097276263,0.35089494163424123,0.07167315175097276,0.538281706604325,1.5340252672134789,1.0,0.024950875864888193,1.4058465251440673,0.4015930762970612,0.17380637856199285,0.288684801566428,0.37126992848512985
"dairy eggs, pantry, produce, snacks",frozen,0.13276264591439688,0.35089494163424123,0.07143968871595331,0.5381008206330599,1.5335097682711953,1.0,0.024853947826613584,1.4052959766141935,0.4011602128288503,0.17330564470454976,0.2884061317749454,0.3708468175021587
"beverages, deli",bakery,0.12311284046692607,0.28249027237354085,0.05330739299610895,0.4329962073324905,1.5327827174166675,1.0,0.01852921315992672,1.265440790529608,0.3963928598265484,0.15131433620499227,0.20976152540374218,0.31085072074613507
