Customer_ID,Preferred_Login_Device,City_Tier,Preferred_Payment_Mode,Hours_Spend_On_Website,Total_Devices_Registered,Satisfaction_Score,Marital_Status,Complain_Count_In_Last_Month,Order_Amount_Hike_From_Last_Year,Discount_Coupon_Used_Count,Days_Since_Last_Order,Average_Cash_Back,Churn,Customer_Gender,Customer_Residence_Type,Customer_Qualification,Customer_Income,Loyalty_Engagement_Score,Total_Subscriptions,Membership_Type,Customer_Live_Time_Value,Customer_Age,Total_Amount_Spent,Total_Returns,Preferred_Order_Category,Preferred_Order_Category_Name,Total_Orders_This_Month,Purchase_Intensity,Recency,Avg_Spend_Per_Order,KMeans_Segment,Segment_Label,Cultural_Eco_Alignment,Emotional_Guilt_Score,Emotional_Pride_Score,Social_Influence_Score,Green_Knowledge_Level,Time_Spent_on_Green_Products,Clicks_on_Green_Products,Previous_Green_Purchases,Referral_Source,Product_Category,Green_Product_Rating,Green_Consumption_Score,Green_Purchase_Made,Pred_Green_Class,Pred_Green_Score,Eco_Segment
395,Mobile Phone,3,COD,2,4,5,Single,0,17,1,2,153,1,Female,Urban,Bachelor,5K-10K,4593,More than 1,Platinum,274596,50,13229,1,13,pantry,1,13.229,2,6614.5,2,High-Value Customers,10.0,9.0,2.0,9.0,1.0,9.0,2.0,0.0,Organic Search,Eco-Friendly,5.0,0.57,1.0,1.0,0.65,Eco_Conscious
3111,Computer,3,Debit Card,4,2,2,Divorced,0,13,2,3,153,0,Male,Urban,Bachelor,5K-10K,6485,More than 1,Platinum,102696,51,13604,3,4,produce,6,81.624,3,1943.4285714285713,3,Value Seeking Customers,,,,,,,,,,,,,,,,
518,Mobile Phone,1,Debit Card,3,4,5,Single,1,20,1,0,124,1,Male,Rural,Bachelor,5K-10K,0,1,Platinum,33288,55,6284,2,4,produce,1,6.284,0,3142.0,3,Value Seeking Customers,6.0,2.0,7.0,8.0,10.0,11.0,2.0,0.0,Organic Search,Eco-Friendly,2.0,0.55,1.0,1.0,0.56,Eco_Conscious
3953,Computer,1,Debit Card,3,4,5,Single,1,15,1,3,312,0,Male,Urban,High School,5K-10K,7074,More than 1,Platinum,74952,21,7550,1,16,dairy eggs,3,22.65,3,1887.5,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2319,Mobile Phone,2,Debit Card,3,3,1,Single,0,13,1,8,135,0,Female,Urban,High School,5K-10K,3701,More than 1,Platinum,44844,26,1289,2,17,household,3,3.867,8,322.25,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
2031,Mobile Phone,1,Debit Card,2,3,1,Married,0,11,0,6,185,0,Male,Urban,High School,5K-10K,6316,More than 1,Platinum,69492,64,18257,1,17,household,2,36.514,6,6085.666666666667,2,High-Value Customers,,,,,,,,,,,,,,,,
1506,Computer,3,E wallet,2,3,4,Single,0,18,4,7,194,1,Female,Urban,High School,2K-5K,3194,More than 1,Silver,116052,53,15116,3,4,produce,3,45.348,7,3779.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
551,Mobile Phone,3,E wallet,2,5,2,Divorced,0,15,5,9,298,1,Male,Urban,High School,2K-5K,10183,More than 1,Silver,146328,32,13499,2,16,dairy eggs,3,40.497,9,3374.75,1,At-Risk Customers,6.0,10.0,1.0,3.0,3.0,6.0,6.0,2.0,Ads,Non-Eco-Friendly,5.0,0.48,0.0,0.0,0.46,Low_Interest
805,Mobile Phone,3,E wallet,3,3,5,Married,0,11,1,2,155,0,Female,Urban,High School,2K-5K,3895,More than 1,Silver,307920,52,7132,2,1,frozen,1,7.132,2,3566.0,3,Value Seeking Customers,9.0,5.0,8.0,8.0,3.0,6.0,4.0,4.0,Social Media,Eco-Friendly,2.0,0.64,1.0,1.0,0.58,Eco_Conscious
1242,Mobile Phone,1,CC,3,4,3,Married,1,17,1,0,134,1,Female,Urban,High School,5K-10K,5580,1,Silver,152472,30,9561,2,4,produce,3,28.683,0,2390.25,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2796,Mobile Phone,1,COD,4,4,5,Married,1,13,3,10,181,0,Female,Urban,High School,2K-5K,5689,1,Silver,33468,28,16835,3,4,produce,3,50.505,10,4208.75,1,At-Risk Customers,,,,,,,,,,,,,,,,
2343,Mobile Phone,1,Credit Card,3,3,3,Single,0,14,0,2,197,0,Male,Urban,Bachelor,5K-10K,3941,1,Silver,45792,18,5765,3,4,produce,3,17.295,2,1441.25,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
4339,Mobile Phone,1,Debit Card,4,4,3,Married,1,19,1,6,265,0,Male,Urban,High School,5K-10K,3817,1,Silver,63732,29,11758,2,16,dairy eggs,2,23.516,6,3919.3333333333335,1,At-Risk Customers,,,,,,,,,,,,,,,,
4760,Mobile Phone,1,Debit Card,3,4,3,Single,0,15,1,1,279,0,Female,Urban,Bachelor,5K-10K,4987,More than 1,Platinum,213588,21,10434,4,4,produce,2,20.868,1,3478.0,3,Value Seeking Customers,,,,,,,,,,,,,,,,
857,Mobile Phone,1,Debit Card,3,3,3,Married,1,12,1,7,152,0,Male,Rural,High School,5K-10K,0,More than 1,Gold,29376,34,25684,5,4,produce,3,77.052,7,6421.0,2,High-Value Customers,4.0,7.0,2.0,1.0,8.0,8.0,6.0,0.0,Social Media,Eco-Friendly,2.0,0.42,0.0,0.0,0.48,Low_Interest
520,Mobile Phone,1,Credit Card,3,3,2,Married,0,22,1,3,274,0,Male,Rural,Bachelor,5K-10K,0,1,Silver,36468,55,13922,2,4,produce,1,13.922,3,6961.0,2,High-Value Customers,1.0,5.0,10.0,4.0,3.0,15.0,1.0,6.0,Organic Search,Non-Eco-Friendly,2.0,0.53,1.0,0.0,0.51,Low_Interest
1982,Mobile Phone,1,Debit Card,3,3,3,Married,0,11,1,3,125,0,Male,Rural,Bachelor,5K-10K,2147,More than 1,Silver,101736,67,8911,4,16,dairy eggs,3,26.733,3,2227.75,3,Value Seeking Customers,,,,,,,,,,,,,,,,
4165,Mobile Phone,1,Debit Card,3,4,1,Single,0,16,7,8,237,0,Male,Urban,High School,5K-10K,0,1,Platinum,71448,33,11185,1,1,frozen,2,22.37,8,3728.3333333333335,1,At-Risk Customers,,,,,,,,,,,,,,,,
1524,Mobile Phone,3,E wallet,2,3,4,Married,0,12,0,3,157,0,Male,Rural,High School,5K-10K,5571,1,Platinum,63504,37,25386,2,19,snacks,3,76.158,3,6346.5,2,High-Value Customers,,,,,,,,,,,,,,,,
4290,Mobile Phone,1,Debit Card,3,6,1,Married,1,14,1,1,153,1,Male,Urban,High School,5K-10K,0,More than 1,Platinum,181596,60,4915,1,4,produce,4,19.66,1,983.0,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
4854,Mobile Phone,1,Credit Card,4,4,4,Married,0,23,4,3,214,1,Male,Rural,Bachelor,More than 10K,0,More than 1,Gold,94548,48,11443,2,4,produce,2,22.886,3,3814.3333333333335,3,Value Seeking Customers,,,,,,,,,,,,,,,,
1997,Computer,1,Credit Card,2,3,4,Married,0,13,0,10,144,0,Male,Urban,Bachelor,5K-10K,5133,1,Platinum,32124,68,9393,2,4,produce,3,28.179,10,2348.25,1,At-Risk Customers,,,,,,,,,,,,,,,,
1995,Computer,3,Debit Card,2,3,4,Married,1,15,6,10,298,0,Male,Rural,Bachelor,5K-10K,2825,More than 1,Platinum,62496,55,17275,3,16,dairy eggs,3,51.825,10,4318.75,1,At-Risk Customers,,,,,,,,,,,,,,,,
4190,Computer,1,Debit Card,4,4,1,Married,0,16,2,8,178,0,Female,Urban,High School,5K-10K,4323,More than 1,Gold,239808,52,3186,0,7,beverages,3,9.558,8,796.5,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
4462,Mobile Phone,1,Credit Card,3,4,3,Married,0,15,4,8,311,0,Female,Urban,Bachelor,2K-5K,6249,More than 1,Silver,70260,64,20309,6,4,produce,1,20.309,8,10154.5,2,High-Value Customers,,,,,,,,,,,,,,,,
4145,Mobile Phone,3,Credit Card,3,4,5,Single,0,21,5,11,209,0,Male,Rural,High School,5K-10K,2231,More than 1,Platinum,79224,19,5250,1,1,frozen,1,5.25,11,2625.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
2179,Mobile Phone,3,Debit Card,3,3,4,Married,0,11,3,7,199,0,Male,Rural,High School,5K-10K,2911,1,Platinum,69996,24,13828,5,16,dairy eggs,1,13.828,7,6914.0,2,High-Value Customers,,,,,,,,,,,,,,,,
3065,Mobile Phone,1,UPI,3,4,4,Single,0,16,2,2,166,0,Male,Urban,Bachelor,5K-10K,6488,More than 1,Silver,106356,62,19608,3,4,produce,3,58.824,2,4902.0,2,High-Value Customers,,,,,,,,,,,,,,,,
2584,Computer,1,Credit Card,3,6,3,Divorced,0,13,2,5,168,0,Female,Urban,High School,More than 10K,2570,1,Platinum,50592,20,15233,3,19,snacks,5,76.165,5,2538.8333333333335,1,At-Risk Customers,,,,,,,,,,,,,,,,
4490,Computer,3,E wallet,4,5,1,Married,1,12,4,3,229,0,Female,Urban,High School,2K-5K,6321,1,Platinum,63240,33,16041,3,4,produce,3,48.123,3,4010.25,3,Value Seeking Customers,,,,,,,,,,,,,,,,
1830,Mobile Phone,1,CC,3,4,5,Single,1,15,1,0,126,1,Female,Rural,High School,5K-10K,2181,More than 1,Platinum,86904,35,15788,6,4,produce,3,47.364,0,3947.0,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2690,Computer,3,Debit Card,4,4,3,Divorced,0,15,2,3,171,0,Male,Urban,Bachelor,More than 10K,5361,1,Platinum,42288,27,17492,5,4,produce,1,17.492,3,8746.0,2,High-Value Customers,,,,,,,,,,,,,,,,
2974,Mobile Phone,1,Debit Card,3,6,2,Married,1,14,1,1,153,1,Female,Urban,High School,More than 10K,13024,More than 1,Gold,295092,64,789,0,1,frozen,4,3.156,1,157.8,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
2225,Computer,1,Credit Card,2,4,1,Married,0,25,0,2,252,0,Male,Urban,Bachelor,2K-5K,12136,More than 1,Platinum,419340,68,19052,2,4,produce,3,57.156,2,4763.0,2,High-Value Customers,,,,,,,,,,,,,,,,
449,Computer,1,CC,2,3,2,Single,1,14,0,2,125,0,Female,Rural,High School,5K-10K,2623,More than 1,Platinum,58512,36,8071,3,19,snacks,3,24.213,2,2017.75,3,Value Seeking Customers,9.0,1.0,8.0,10.0,6.0,11.0,6.0,5.0,Ads,Non-Eco-Friendly,2.0,0.66,1.0,1.0,0.61,Eco_Conscious
2025,Computer,3,Debit Card,2,3,4,Single,1,11,2,2,123,1,Male,Urban,Bachelor,5K-10K,0,More than 1,Platinum,103044,36,6023,2,3,bakery,2,12.046,2,2007.6666666666667,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2956,Mobile Phone,1,Cash on Delivery,4,5,4,Divorced,0,17,4,9,234,0,Male,Urban,High School,2K-5K,6584,More than 1,Platinum,190320,45,11048,3,19,snacks,3,33.144,9,2762.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
4066,Mobile Phone,3,Debit Card,4,4,3,Married,0,15,2,13,305,0,Female,Urban,Bachelor,5K-10K,5129,More than 1,Gold,95952,67,26786,4,4,produce,1,26.786,13,13393.0,2,High-Value Customers,,,,,,,,,,,,,,,,
541,Mobile Phone,1,Credit Card,2,3,3,Single,0,14,1,1,150,0,Female,Rural,High School,5K-10K,4289,1,Platinum,31416,47,9316,1,16,dairy eggs,2,18.632,1,3105.3333333333335,3,Value Seeking Customers,2.0,7.0,9.0,9.0,6.0,8.0,4.0,3.0,Email,Eco-Friendly,4.0,0.6,1.0,1.0,0.51,Eco_Conscious
4929,Mobile Phone,1,Credit Card,4,4,5,Single,0,14,8,7,154,0,Female,Urban,High School,2K-5K,12560,1,Platinum,47760,38,6463,0,7,beverages,2,12.926,7,2154.3333333333335,1,At-Risk Customers,,,,,,,,,,,,,,,,
938,Mobile Phone,3,Credit Card,3,3,1,Married,0,14,1,4,155,0,Female,Urban,High School,5K-10K,5720,1,Platinum,48696,55,1351,1,1,frozen,1,1.351,4,675.5,0,Frequent Loyal Customers,1.0,6.0,5.0,5.0,2.0,12.0,3.0,3.0,Ads,Eco-Friendly,1.0,0.41,0.0,0.0,0.4,Low_Interest
994,Mobile Phone,3,E wallet,3,4,5,Married,0,11,0,7,171,0,Male,Urban,High School,5K-10K,6018,More than 1,Platinum,364332,51,14974,2,4,produce,4,59.896,7,2994.8,1,At-Risk Customers,9.0,8.0,9.0,8.0,8.0,0.0,3.0,3.0,Organic Search,Non-Eco-Friendly,5.0,0.72,1.0,1.0,0.8,Eco_Warrior
1527,Mobile Phone,1,Debit Card,2,4,4,Married,0,11,3,9,243,0,Female,Urban,Bachelor,2K-5K,5679,1,Platinum,105216,63,23124,3,4,produce,3,69.372,9,5781.0,2,High-Value Customers,,,,,,,,,,,,,,,,
3736,Mobile Phone,1,Debit Card,4,5,3,Single,1,14,1,1,179,1,Male,Rural,Bachelor,5K-10K,6023,1,Platinum,33060,28,10144,3,16,dairy eggs,3,30.432,1,2536.0,3,Value Seeking Customers,,,,,,,,,,,,,,,,
24,Mobile Phone,3,Debit Card,3,5,3,Divorced,1,11,1,2,146,1,Male,Urban,High School,5K-10K,2933,More than 1,Platinum,265080,49,22647,3,7,beverages,3,67.941,2,5661.75,2,High-Value Customers,1.0,6.0,1.0,6.0,10.0,5.0,2.0,3.0,Ads,Non-Eco-Friendly,4.0,0.38,0.0,0.0,0.48,Low_Interest
821,Computer,3,COD,3,3,3,Divorced,0,15,1,2,129,1,Male,Rural,Bachelor,5K-10K,0,More than 1,Gold,60984,53,10194,3,16,dairy eggs,3,30.582,2,2548.5,3,Value Seeking Customers,4.0,3.0,7.0,4.0,8.0,7.0,4.0,3.0,Email,Eco-Friendly,2.0,0.48,0.0,0.0,0.48,Low_Interest
1109,Mobile Phone,3,Credit Card,3,3,5,Married,0,16,0,4,0,0,Female,Urban,Bachelor,5K-10K,4522,1,Gold,62508,26,3862,0,4,produce,1,3.862,4,1931.0,0,Frequent Loyal Customers,10.0,1.0,4.0,2.0,6.0,11.0,1.0,2.0,Organic Search,Eco-Friendly,4.0,0.46,0.0,0.0,0.45,Low_Interest
4777,Mobile Phone,1,Debit Card,4,2,1,Married,1,20,2,8,204,0,Male,Rural,Bachelor,More than 10K,0,1,Gold,32544,20,7028,1,16,dairy eggs,2,14.056,8,2342.6666666666665,1,At-Risk Customers,,,,,,,,,,,,,,,,
2427,Mobile Phone,1,Debit Card,1,3,3,Married,0,17,1,9,175,0,Male,Urban,High School,5K-10K,11869,More than 1,Platinum,282504,39,10192,3,4,produce,2,20.384,9,3397.3333333333335,1,At-Risk Customers,,,,,,,,,,,,,,,,
3729,Computer,3,Debit Card,3,4,3,Single,0,16,2,3,212,0,Male,Urban,High School,2K-5K,5024,1,Platinum,73428,18,27091,5,16,dairy eggs,3,81.273,3,6772.75,2,High-Value Customers,,,,,,,,,,,,,,,,
4345,Computer,1,Debit Card,4,4,1,Single,0,16,1,1,136,0,Male,Urban,Bachelor,2K-5K,3864,1,Gold,219456,39,12724,2,7,beverages,2,25.448,1,4241.333333333333,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2587,Mobile Phone,1,Credit Card,3,5,2,Single,1,14,1,2,149,1,Male,Urban,High School,5K-10K,18613,1,Platinum,58092,41,18173,5,4,produce,5,90.865,2,3028.8333333333335,3,Value Seeking Customers,,,,,,,,,,,,,,,,
1147,Mobile Phone,3,UPI,2,3,3,Married,1,22,1,4,149,0,Male,Rural,High School,5K-10K,0,1,Silver,30864,26,7993,1,16,dairy eggs,1,7.993,4,3996.5,1,At-Risk Customers,4.0,10.0,9.0,3.0,1.0,5.0,10.0,3.0,Ads,Eco-Friendly,1.0,0.61,1.0,1.0,0.58,Eco_Conscious
1920,Mobile Phone,3,Debit Card,3,3,3,Married,0,20,0,3,157,0,Female,Urban,High School,5K-10K,3556,More than 1,Platinum,55512,23,12689,2,4,produce,2,25.378,3,4229.666666666667,3,Value Seeking Customers,,,,,,,,,,,,,,,,
3325,Computer,1,Credit Card,3,4,5,Single,1,12,1,1,157,1,Female,Urban,Bachelor,5K-10K,4009,More than 1,Platinum,106356,68,1554,1,15,canned goods,2,3.108,1,518.0,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
3242,Mobile Phone,1,Debit Card,3,4,4,Divorced,0,23,2,4,149,0,Male,Urban,Bachelor,More than 10K,16146,More than 1,Platinum,61728,47,17474,3,16,dairy eggs,1,17.474,4,8737.0,2,High-Value Customers,,,,,,,,,,,,,,,,
4799,Mobile Phone,3,Debit Card,3,6,4,Single,0,16,1,1,192,1,Female,Urban,High School,More than 10K,3123,1,Gold,49260,31,14052,2,4,produce,3,42.156,1,3513.0,3,Value Seeking Customers,,,,,,,,,,,,,,,,
4917,Computer,1,COD,4,4,4,Married,0,19,1,8,180,0,Male,Urban,Others,5K-10K,4193,1,Platinum,53208,49,6493,1,4,produce,1,6.493,8,3246.5,1,At-Risk Customers,,,,,,,,,,,,,,,,
1458,Mobile Phone,1,Debit Card,3,3,1,Married,1,18,2,2,127,0,Female,Urban,Bachelor,2K-5K,7726,More than 1,Gold,65784,24,15772,3,13,pantry,2,31.544,2,5257.333333333333,2,High-Value Customers,,,,,,,,,,,,,,,,
4467,Mobile Phone,2,UPI,4,4,3,Married,0,14,2,5,161,0,Male,Rural,High School,5K-10K,0,1,Platinum,31956,23,5682,1,1,frozen,2,11.364,5,1894.0,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
1375,Computer,1,UPI,2,3,1,Married,1,14,1,3,222,0,Male,Rural,High School,More than 10K,6425,More than 1,Gold,60300,70,21587,5,4,produce,3,64.761,3,5396.75,2,High-Value Customers,,,,,,,,,,,,,,,,
1902,Mobile Phone,1,Cash on Delivery,3,4,4,Single,1,11,1,2,121,0,Female,Rural,High School,5K-10K,0,1,Platinum,33396,59,3130,1,7,beverages,1,3.13,2,1565.0,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
3698,Mobile Phone,1,Credit Card,3,2,4,Married,0,14,2,4,149,0,Male,Urban,Bachelor,5K-10K,0,1,Platinum,34524,56,12132,2,16,dairy eggs,1,12.132,4,6066.0,2,High-Value Customers,,,,,,,,,,,,,,,,
3997,Mobile Phone,3,E wallet,2,5,3,Married,0,14,2,3,186,0,Male,Rural,High School,5K-10K,2071,More than 1,Platinum,33828,69,8563,1,4,produce,1,8.563,3,4281.5,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2521,Mobile Phone,1,Debit Card,3,4,4,Married,0,19,2,16,148,0,Male,Urban,High School,2K-5K,7299,1,Platinum,62208,68,15145,3,19,snacks,2,30.29,16,5048.333333333333,1,At-Risk Customers,,,,,,,,,,,,,,,,
1325,Mobile Phone,3,Debit Card,2,3,1,Married,0,12,1,4,194,0,Female,Rural,High School,5K-10K,0,1,Platinum,34248,28,8511,4,19,snacks,2,17.022,4,2837.0,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2376,Computer,1,Debit Card,3,4,5,Married,0,19,0,3,148,0,Female,Rural,High School,5K-10K,0,More than 1,Platinum,67404,49,3346,1,4,produce,4,13.384,3,669.2,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
771,Mobile Phone,1,UPI,3,3,5,Divorced,0,13,1,4,130,0,Female,Rural,High School,More than 10K,0,More than 1,Gold,232404,49,5128,1,19,snacks,2,10.256,4,1709.3333333333333,0,Frequent Loyal Customers,8.0,4.0,1.0,4.0,1.0,20.0,4.0,2.0,Social Media,Eco-Friendly,2.0,0.45,0.0,0.0,0.45,Low_Interest
4931,Computer,1,Debit Card,3,6,5,Married,0,22,7,8,175,0,Male,Rural,Others,5K-10K,2859,1,Platinum,35976,22,5912,0,16,dairy eggs,1,5.912,8,2956.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
4459,Mobile Phone,1,Credit Card,3,4,3,Married,1,20,1,3,170,0,Male,Urban,High School,More than 10K,6673,1,Platinum,38136,57,6270,2,4,produce,6,37.62,3,895.7142857142857,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
124,Mobile Phone,1,Debit Card,3,3,3,Single,0,11,1,0,135,1,Male,Urban,Others,2K-5K,5192,More than 1,Silver,56184,23,2744,0,1,frozen,1,2.744,0,1372.0,0,Frequent Loyal Customers,9.0,6.0,2.0,7.0,3.0,2.0,1.0,1.0,Ads,Eco-Friendly,2.0,0.46,0.0,0.0,0.48,Low_Interest
3384,Mobile Phone,1,Credit Card,3,4,5,Single,1,19,1,6,172,0,Female,Rural,Bachelor,5K-10K,2880,1,Platinum,66744,49,12445,1,4,produce,2,24.89,6,4148.333333333333,1,At-Risk Customers,,,,,,,,,,,,,,,,
3735,Mobile Phone,1,Debit Card,3,2,1,Married,0,20,2,2,148,0,Male,Rural,Bachelor,5K-10K,0,More than 1,Gold,479352,55,24163,2,7,beverages,5,120.815,2,4027.1666666666665,3,Value Seeking Customers,,,,,,,,,,,,,,,,
2862,Mobile Phone,1,Debit Card,3,4,3,Single,1,15,1,1,204,0,Female,Rural,Bachelor,5K-10K,4196,More than 1,Gold,98616,37,15612,4,4,produce,2,31.224,1,5204.0,2,High-Value Customers,,,,,,,,,,,,,,,,
4542,Computer,1,Debit Card,3,6,1,Married,0,12,8,6,192,0,Female,Urban,Bachelor,2K-5K,9912,More than 1,Silver,191748,49,6648,3,4,produce,1,6.648,6,3324.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
973,Mobile Phone,1,Debit Card,3,3,3,Married,0,14,0,3,135,0,Male,Urban,Bachelor,5K-10K,0,1,Platinum,55008,64,10303,3,4,produce,2,20.606,3,3434.3333333333335,3,Value Seeking Customers,1.0,2.0,7.0,4.0,9.0,11.0,2.0,0.0,Social Media,Non-Eco-Friendly,1.0,0.4,0.0,0.0,0.47,Low_Interest
4086,Mobile Phone,3,E wallet,3,4,4,Single,0,15,1,3,155,0,Female,Urban,High School,5K-10K,5864,More than 1,Gold,129804,27,15910,4,16,dairy eggs,3,47.73,3,3977.5,3,Value Seeking Customers,,,,,,,,,,,,,,,,
1777,Mobile Phone,1,Debit Card,2,3,1,Married,1,25,0,7,140,0,Male,Urban,High School,5K-10K,7137,More than 1,Platinum,61992,58,24590,3,16,dairy eggs,2,49.18,7,8196.666666666666,2,High-Value Customers,,,,,,,,,,,,,,,,
626,Mobile Phone,1,Credit Card,2,4,2,Married,0,13,0,3,157,0,Male,Urban,Bachelor,5K-10K,11396,More than 1,Platinum,353388,68,13491,0,4,produce,4,53.964,3,2698.2,3,Value Seeking Customers,10.0,2.0,4.0,8.0,4.0,10.0,5.0,1.0,Ads,Eco-Friendly,1.0,0.52,1.0,1.0,0.45,Eco_Conscious
1476,Computer,3,E wallet,3,3,4,Married,1,13,0,4,163,0,Female,Urban,High School,2K-5K,5012,More than 1,Silver,63984,29,10069,2,4,produce,2,20.138,4,3356.3333333333335,3,Value Seeking Customers,,,,,,,,,,,,,,,,
1884,Mobile Phone,3,Debit Card,2,4,1,Married,1,14,1,0,167,0,Female,Urban,High School,2K-5K,3794,More than 1,Platinum,58716,66,9538,2,4,produce,3,28.614,0,2384.5,3,Value Seeking Customers,,,,,,,,,,,,,,,,
42,Mobile Phone,1,Debit Card,3,3,3,Single,0,20,0,4,130,0,Female,Rural,High School,5K-10K,2708,1,Silver,47964,21,6548,2,13,pantry,2,13.096,4,2182.6666666666665,3,Value Seeking Customers,6.0,2.0,2.0,2.0,7.0,10.0,1.0,2.0,Social Media,Eco-Friendly,1.0,0.37,0.0,0.0,0.37,Low_Interest
3091,Mobile Phone,1,COD,3,4,2,Divorced,1,16,6,7,162,1,Female,Urban,High School,2K-5K,7430,More than 1,Silver,65184,33,15251,1,7,beverages,3,45.753,7,3812.75,1,At-Risk Customers,,,,,,,,,,,,,,,,
2305,Mobile Phone,1,CC,3,1,1,Married,1,14,1,2,129,0,Male,Urban,High School,5K-10K,3733,More than 1,Platinum,59148,61,12446,4,15,canned goods,2,24.892,2,4148.666666666667,3,Value Seeking Customers,,,,,,,,,,,,,,,,
3695,Computer,1,Debit Card,4,4,1,Single,0,14,2,7,156,0,Male,Urban,Bachelor,5K-10K,8478,More than 1,Platinum,64596,19,6382,1,4,produce,2,12.764,7,2127.3333333333335,1,At-Risk Customers,,,,,,,,,,,,,,,,
4366,Mobile Phone,3,Credit Card,3,2,1,Married,1,19,5,12,258,0,Male,Rural,Bachelor,5K-10K,5730,More than 1,Platinum,61152,41,12487,3,7,beverages,4,49.948,12,2497.4,1,At-Risk Customers,,,,,,,,,,,,,,,,
3210,Computer,1,Credit Card,3,5,3,Single,0,15,8,8,153,0,Female,Urban,Bachelor,5K-10K,6657,More than 1,Platinum,63000,55,7625,2,4,produce,4,30.5,8,1525.0,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
3774,Computer,1,Credit Card,3,5,5,Married,1,14,5,6,232,0,Female,Urban,High School,5K-10K,6552,1,Gold,36576,37,17010,3,16,dairy eggs,1,17.01,6,8505.0,2,High-Value Customers,,,,,,,,,,,,,,,,
1305,Computer,3,Credit Card,2,5,1,Married,0,17,0,7,147,0,Female,Urban,High School,More than 10K,6286,1,Platinum,46716,25,21050,2,4,produce,4,84.2,7,4210.0,1,At-Risk Customers,,,,,,,,,,,,,,,,
2779,Computer,1,Debit Card,3,4,3,Divorced,0,12,1,8,163,0,Male,Urban,Bachelor,5K-10K,7268,1,Platinum,28800,21,26436,3,19,snacks,2,52.872,8,8812.0,2,High-Value Customers,,,,,,,,,,,,,,,,
3201,Computer,1,Credit Card,3,4,4,Married,0,14,4,11,169,0,Male,Urban,High School,5K-10K,8158,More than 1,Gold,206124,33,4543,2,16,dairy eggs,3,13.629,11,1135.75,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
1716,Mobile Phone,1,Cash on Delivery,2,4,1,Married,1,16,1,3,228,0,Male,Urban,High School,5K-10K,2256,More than 1,Platinum,402756,59,3089,1,4,produce,3,9.267,3,772.25,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
4874,Mobile Phone,1,Debit Card,3,4,1,Married,0,15,1,3,211,0,Female,Urban,High School,5K-10K,3920,1,Platinum,34008,51,6327,1,19,snacks,1,6.327,3,3163.5,3,Value Seeking Customers,,,,,,,,,,,,,,,,
3396,Mobile Phone,1,Debit Card,4,5,1,Married,0,19,2,2,152,0,Male,Urban,High School,5K-10K,0,1,Platinum,35040,26,4422,2,4,produce,2,8.844,2,1474.0,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
382,Computer,1,Debit Card,3,3,2,Divorced,0,15,2,7,153,0,Female,Urban,Others,5K-10K,5556,1,Silver,38112,62,13124,3,4,produce,4,52.496,7,2624.8,1,At-Risk Customers,7.0,4.0,9.0,9.0,3.0,0.0,5.0,2.0,Ads,Non-Eco-Friendly,2.0,0.57,1.0,1.0,0.58,Eco_Conscious
250,Computer,1,Debit Card,3,3,3,Married,0,11,1,2,146,0,Female,Urban,Bachelor,More than 10K,7447,More than 1,Platinum,100440,26,22053,5,4,produce,3,66.159,2,5513.25,2,High-Value Customers,10.0,2.0,1.0,6.0,3.0,9.0,2.0,1.0,Social Media,Non-Eco-Friendly,5.0,0.42,0.0,0.0,0.45,Low_Interest
4968,Mobile Phone,1,Debit Card,3,2,1,Married,1,26,1,9,262,0,Male,Rural,Bachelor,More than 10K,3085,More than 1,Gold,76920,46,4270,4,4,produce,2,8.54,9,1423.3333333333333,0,Frequent Loyal Customers,,,,,,,,,,,,,,,,
4393,Mobile Phone,1,Credit Card,3,5,5,Married,0,17,2,4,165,0,Female,Rural,High School,More than 10K,5367,More than 1,Platinum,71508,37,6392,2,19,snacks,2,12.784,4,2130.6666666666665,3,Value Seeking Customers,,,,,,,,,,,,,,,,
