Customer_ID,Customer_Gender,Customer_Residence_Type,Customer_Qualification,Customer_Income,Loyalty_Engagement_Score,Total_Subscriptions,Membership_Type,Customer_Live_Time_Value
0886,Male,Urban,Bachelor,5K-10K,2796,More than 1,Silver,101928
0887,Male,Rural,Bachelor,5K-10K,0,1,Silver,62904
0888,Male,Urban,Bachelor,5K-10K,7178,More than 1,Gold,92124
0889,Male,Urban,Bachelor,More than 10K,4972,More than 1,Gold,62700
0890,Male,Rural,Bachelor,More than 10K,2880,More than 1,Gold,75252
0891,Female,Urban,High School,5K-10K,10718,1,Platinum,44436
0892,Female,Urban,Others,5K-10K,15505,More than 1,Silver,137616
0893,Female,Urban,Bachelor,More than 10K,5841,More than 1,Silver,113772
0894,Male,Urban,High School,5K-10K,6227,More than 1,Gold,320940
0895,Female,Rural,Bachelor,5K-10K,0,More than 1,Gold,110460
0896,Female,Rural,High School,More than 10K,0,More than 1,Platinum,63648
0897,Female,Urban,Bachelor,2K-5K,0,1,Silver,58452
0898,Male,Urban,Bachelor,2K-5K,3003,1,Silver,66096
0899,Male,Rural,Bachelor,5K-10K,0,1,Platinum,30144
0900,Female,Rural,Bachelor,More than 10K,2055,1,Silver,44064
0901,Male,Urban,Bachelor,More than 10K,2998,More than 1,Silver,70224
0902,Female,Rural,High School,5K-10K,3769,1,Gold,58332
0903,Female,Urban,High School,2K-5K,15276,More than 1,Platinum,61272
0904,Male,Urban,Bachelor,More than 10K,5830,More than 1,Platinum,286032
0905,Female,Rural,Bachelor,5K-10K,2846,More than 1,Platinum,316308
0906,Male,Urban,High School,2K-5K,3556,More than 1,Platinum,59856
0907,Female,Urban,Bachelor,5K-10K,2132,More than 1,Platinum,135708
0908,Female,Urban,High School,5K-10K,3619,1,Gold,32220
0909,Male,Rural,High School,2K-5K,13921,More than 1,Gold,101448
0910,Male,Rural,Bachelor,5K-10K,6058,1,Silver,36780
0911,Female,Urban,Bachelor,5K-10K,0,More than 1,Platinum,54480
0912,Female,Urban,High School,More than 10K,5174,More than 1,Platinum,93840
0913,Male,Urban,Bachelor,5K-10K,6543,More than 1,Platinum,60948
0914,Female,Urban,High School,<=2K,0,1,Platinum,60072
0915,Female,Rural,Bachelor,More than 10K,0,More than 1,Platinum,67500
0916,Female,Urban,Others,5K-10K,6798,More than 1,Platinum,390228
0917,Male,Urban,Bachelor,2K-5K,4146,More than 1,Silver,65376
0918,Male,Urban,High School,5K-10K,5243,More than 1,Gold,75756
0919,Male,Urban,Bachelor,More than 10K,2882,More than 1,Silver,61116
0920,Female,Urban,Bachelor,2K-5K,3300,More than 1,Silver,287592
0921,Female,Urban,High School,5K-10K,7173,More than 1,Silver,67524
0922,Male,Urban,Bachelor,5K-10K,6505,More than 1,Platinum,74208
0923,Male,Rural,Bachelor,5K-10K,5426,More than 1,Platinum,50820
0924,Male,Urban,Bachelor,2K-5K,5784,More than 1,Gold,59892
0925,Female,Urban,Bachelor,2K-5K,7290,More than 1,Platinum,64704
0926,Male,Urban,High School,5K-10K,7671,More than 1,Gold,71592
0927,Male,Urban,Bachelor,2K-5K,3974,1,Gold,29832
0928,Male,Urban,Bachelor,5K-10K,4061,More than 1,Platinum,107880
0929,Female,Rural,High School,More than 10K,2048,1,Gold,33504
0930,Male,Urban,High School,5K-10K,5587,1,Platinum,34332
0931,Female,Urban,High School,2K-5K,6385,More than 1,Silver,67236
0932,Female,Rural,High School,5K-10K,0,1,Platinum,34776
0933,Male,Urban,High School,More than 10K,6576,1,Platinum,34080
0934,Male,Rural,Bachelor,5K-10K,3352,1,Platinum,62112
0935,Male,Urban,High School,5K-10K,3929,1,Platinum,31728
0936,Female,Urban,High School,5K-10K,7127,1,Silver,59088
0937,Male,Urban,Bachelor,5K-10K,4007,More than 1,Gold,64992
0938,Female,Urban,High School,5K-10K,5720,1,Platinum,48696
0939,Female,Rural,High School,More than 10K,0,More than 1,Gold,60636
0940,Female,Urban,Bachelor,5K-10K,3080,1,Silver,72060
0941,Female,Urban,Bachelor,5K-10K,2088,More than 1,Platinum,30768
0942,Male,Urban,Bachelor,2K-5K,2038,More than 1,Silver,451404
0943,Male,Urban,High School,2K-5K,5110,More than 1,Platinum,99552
0944,Male,Urban,Bachelor,More than 10K,4305,More than 1,Gold,63000
0945,Male,Urban,High School,More than 10K,6472,1,Silver,41484
0946,Female,Urban,High School,More than 10K,4555,More than 1,Platinum,60420
0947,Female,Urban,High School,5K-10K,7043,More than 1,Silver,218112
0948,Male,Urban,Bachelor,5K-10K,15321,More than 1,Silver,36624
0949,Male,Rural,Bachelor,5K-10K,4863,More than 1,Silver,62748
0950,Male,Urban,Bachelor,2K-5K,6742,1,Platinum,28632
0951,Female,Urban,High School,2K-5K,0,More than 1,Platinum,304464
0952,Female,Rural,High School,5K-10K,0,More than 1,Silver,99684
0953,Male,Urban,Bachelor,5K-10K,3737,More than 1,Silver,124812
0954,Male,Urban,High School,2K-5K,6107,More than 1,Platinum,457296
0955,Female,Urban,Others,2K-5K,5269,More than 1,Gold,60576
0956,Female,Rural,High School,5K-10K,0,More than 1,Platinum,147096
0957,Female,Rural,Bachelor,More than 10K,0,1,Platinum,30888
0958,Male,Rural,High School,5K-10K,0,1,Platinum,58056
0959,Female,Rural,Bachelor,2K-5K,0,1,Silver,64176
0960,Male,Urban,High School,5K-10K,6751,1,Platinum,34572
0961,Female,Rural,Bachelor,5K-10K,11042,More than 1,Platinum,101556
0962,Female,Urban,Bachelor,2K-5K,4175,More than 1,Platinum,364320
0963,Female,Urban,High School,5K-10K,5718,More than 1,Platinum,102060
0964,Male,Urban,High School,5K-10K,8880,More than 1,Platinum,31512
0965,Male,Urban,High School,2K-5K,6466,More than 1,Gold,70380
0966,Female,Urban,Bachelor,5K-10K,0,1,Silver,43128
0967,Female,Urban,High School,5K-10K,4408,More than 1,Silver,68376
0968,Male,Urban,High School,2K-5K,5150,More than 1,Platinum,64836
0969,Female,Urban,Bachelor,2K-5K,6906,More than 1,Silver,443820
0970,Male,Rural,High School,5K-10K,3206,1,Platinum,32004
0971,Male,Urban,High School,5K-10K,0,More than 1,Platinum,59436
0972,Female,Urban,High School,2K-5K,5992,1,Silver,50976
0973,Male,Urban,Bachelor,5K-10K,0,1,Platinum,55008
0974,Male,Urban,High School,5K-10K,3017,More than 1,Platinum,197952
0975,Male,Rural,High School,2K-5K,0,1,Silver,32604
0976,Female,Rural,High School,5K-10K,13180,1,Platinum,33192
0977,Female,Urban,Bachelor,5K-10K,4264,More than 1,Platinum,74544
0978,Female,Rural,Bachelor,More than 10K,3779,More than 1,Silver,75348
0979,Male,Rural,Bachelor,5K-10K,2735,More than 1,Platinum,66804
0980,Female,Urban,Bachelor,5K-10K,3691,More than 1,Platinum,66732
0981,Male,Urban,High School,5K-10K,12401,1,Platinum,36180
0982,Male,Rural,Bachelor,5K-10K,0,1,Platinum,49704
0983,Male,Rural,Bachelor,5K-10K,4316,More than 1,Platinum,98016
0984,Male,Urban,Bachelor,5K-10K,4777,More than 1,Platinum,100044
0985,Male,Rural,High School,More than 10K,3814,1,Gold,49872
0986,Female,Rural,Bachelor,5K-10K,0,1,Gold,46740
0987,Male,Urban,Bachelor,5K-10K,2187,More than 1,Platinum,65436
0988,Male,Urban,High School,More than 10K,2907,More than 1,Silver,392772
0989,Male,Urban,High School,5K-10K,5809,More than 1,Platinum,107112
0990,Male,Urban,High School,5K-10K,6838,1,Silver,35004
0991,Male,Rural,Bachelor,2K-5K,3934,1,Silver,37668
0992,Female,Rural,High School,5K-10K,0,1,Silver,37692
0993,Male,Urban,Bachelor,2K-5K,5423,More than 1,Platinum,259092
0994,Male,Urban,High School,5K-10K,6018,More than 1,Platinum,364332
0995,Female,Urban,Bachelor,2K-5K,0,More than 1,Platinum,121044
0996,Female,Rural,Bachelor,5K-10K,0,1,Platinum,67356
0997,Male,Urban,High School,More than 10K,2910,1,Platinum,54444
0998,Male,Rural,High School,5K-10K,0,More than 1,Platinum,99240
0999,Male,Urban,High School,5K-10K,4366,1,Platinum,63900
1000,Male,Rural,High School,More than 10K,0,1,Platinum,98904
1001,Female,Urban,Bachelor,5K-10K,8405,More than 1,Platinum,64896
1002,Male,Urban,High School,5K-10K,6281,1,Platinum,47676
1003,Female,Rural,Bachelor,2K-5K,2099,More than 1,Platinum,69600
1004,Male,Rural,High School,5K-10K,4087,More than 1,Platinum,70692
1005,Male,Rural,Bachelor,5K-10K,0,More than 1,Platinum,40644
1006,Female,Rural,High School,5K-10K,0,More than 1,Silver,100656
1007,Male,Urban,High School,2K-5K,4279,1,Silver,33264
1008,Female,Urban,High School,5K-10K,2540,1,Platinum,31992
1009,Female,Rural,Bachelor,5K-10K,2473,More than 1,Gold,63312
1010,Female,Urban,Bachelor,2K-5K,7078,More than 1,Platinum,65208
1011,Female,Urban,Others,5K-10K,4483,1,Silver,31392
1012,Male,Urban,Bachelor,5K-10K,5057,More than 1,Platinum,65448
1013,Female,Urban,Bachelor,5K-10K,5553,More than 1,Platinum,76464
1014,Female,Urban,High School,5K-10K,0,More than 1,Platinum,98160
1015,Female,Urban,High School,5K-10K,5793,1,Platinum,32148
1016,Female,Rural,Bachelor,5K-10K,3042,More than 1,Silver,104880
1017,Male,Rural,High School,2K-5K,0,1,Platinum,65184
1018,Female,Urban,High School,5K-10K,6608,More than 1,Platinum,374544
1019,Male,Urban,High School,5K-10K,10402,More than 1,Platinum,95040
1020,Female,Rural,High School,5K-10K,0,1,Platinum,35328
1021,Male,Urban,High School,5K-10K,3654,1,Gold,60840
1022,Male,Urban,High School,2K-5K,4315,1,Platinum,85572
1023,Female,Urban,High School,2K-5K,3473,More than 1,Platinum,86136
1024,Male,Urban,Bachelor,More than 10K,4020,More than 1,Silver,68196
1025,Male,Rural,Bachelor,More than 10K,0,More than 1,Platinum,64176
1026,Male,Urban,Bachelor,More than 10K,2338,More than 1,Platinum,64764
1027,Female,Rural,Bachelor,More than 10K,0,1,Silver,30600
1028,Male,Urban,High School,5K-10K,0,More than 1,Platinum,33528
1029,Male,Urban,Bachelor,5K-10K,4931,More than 1,Platinum,108012
1030,Female,Urban,Bachelor,5K-10K,6511,1,Silver,36012
1031,Female,Urban,High School,5K-10K,4530,More than 1,Platinum,107292
1032,Female,Rural,Bachelor,5K-10K,0,1,Platinum,30204
1033,Female,Rural,High School,More than 10K,0,More than 1,Platinum,68304
1034,Female,Urban,Bachelor,5K-10K,8533,More than 1,Silver,173688
1035,Female,Rural,High School,5K-10K,0,1,Platinum,33468
1036,Male,Urban,Bachelor,5K-10K,2438,More than 1,Silver,105972
1037,Female,Urban,Bachelor,5K-10K,4120,More than 1,Platinum,243972
1038,Female,Urban,Bachelor,5K-10K,2864,1,Gold,28884
1039,Male,Urban,High School,5K-10K,4339,1,Silver,32664
1040,Male,Rural,High School,More than 10K,3909,More than 1,Gold,63396
1041,Female,Urban,High School,5K-10K,4250,More than 1,Platinum,32184
1042,Male,Rural,High School,5K-10K,0,More than 1,Platinum,64860
1043,Male,Urban,Bachelor,2K-5K,0,1,Platinum,65268
1044,Female,Urban,High School,2K-5K,6225,More than 1,Platinum,187416
1045,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,63456
1046,Female,Rural,Bachelor,5K-10K,9557,1,Platinum,33768
1047,Female,Urban,Bachelor,2K-5K,5273,More than 1,Platinum,106464
1048,Female,Urban,Bachelor,5K-10K,6416,More than 1,Platinum,275928
1049,Male,Rural,High School,5K-10K,3936,1,Platinum,58056
1050,Female,Urban,High School,2K-5K,8323,More than 1,Gold,232728
1051,Female,Urban,High School,5K-10K,4164,More than 1,Gold,110520
1052,Female,Rural,Bachelor,More than 10K,0,More than 1,Platinum,62772
1053,Male,Rural,Bachelor,More than 10K,2031,1,Silver,61632
1054,Male,Urban,Bachelor,More than 10K,0,More than 1,Platinum,71616
1055,Female,Urban,Bachelor,5K-10K,4304,More than 1,Silver,70332
1056,Male,Urban,High School,2K-5K,3223,More than 1,Silver,120432
1057,Female,Urban,High School,5K-10K,0,1,Platinum,45492
1058,Female,Rural,High School,5K-10K,4440,More than 1,Silver,99708
1059,Male,Urban,High School,More than 10K,3414,More than 1,Platinum,63072
1060,Male,Rural,Bachelor,5K-10K,2523,More than 1,Silver,67500
1061,Male,Rural,High School,More than 10K,4301,More than 1,Gold,101616
1062,Female,Rural,Bachelor,More than 10K,0,More than 1,Platinum,61488
1063,Male,Rural,High School,More than 10K,2238,1,Platinum,70932
1064,Female,Urban,High School,5K-10K,4374,1,Silver,46116
1065,Male,Urban,High School,5K-10K,5379,1,Gold,324720
1066,Male,Rural,Bachelor,More than 10K,0,More than 1,Silver,118788
1067,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,77004
1068,Male,Urban,Bachelor,5K-10K,2457,More than 1,Platinum,67260
1069,Female,Urban,Bachelor,5K-10K,10491,More than 1,Silver,68460
1070,Male,Urban,Bachelor,5K-10K,0,More than 1,Platinum,93372
1071,Female,Rural,Bachelor,5K-10K,0,More than 1,Silver,113496
1072,Male,Urban,Bachelor,2K-5K,4238,1,Platinum,29856
1073,Male,Urban,High School,5K-10K,10061,More than 1,Silver,153588
1074,Male,Urban,Bachelor,5K-10K,9813,More than 1,Platinum,133224
1075,Female,Urban,High School,2K-5K,4845,More than 1,Silver,72132
1076,Female,Rural,Bachelor,5K-10K,3733,More than 1,Platinum,95088
1077,Male,Urban,High School,5K-10K,8997,More than 1,Platinum,57156
1078,Male,Urban,High School,2K-5K,5021,More than 1,Platinum,69132
1079,Male,Urban,High School,2K-5K,7378,More than 1,Silver,71520
1080,Female,Rural,High School,5K-10K,4027,1,Gold,70956
1081,Male,Urban,Bachelor,5K-10K,6557,1,Platinum,61692
1082,Female,Rural,High School,More than 10K,0,More than 1,Platinum,35064
1083,Male,Urban,Bachelor,5K-10K,4125,More than 1,Platinum,61104
1084,Male,Urban,Bachelor,2K-5K,4443,More than 1,Platinum,114012
1085,Female,Urban,Bachelor,More than 10K,3778,More than 1,Gold,61536
1086,Male,Urban,Bachelor,5K-10K,5468,More than 1,Silver,66732
1087,Male,Urban,Bachelor,5K-10K,6262,More than 1,Platinum,418056
1088,Female,Rural,Bachelor,More than 10K,0,1,Platinum,35496
1089,Female,Urban,High School,5K-10K,6071,More than 1,Silver,65940
1090,Female,Rural,High School,More than 10K,0,1,Platinum,50808
1091,Male,Urban,High School,5K-10K,5783,1,Gold,36240
1092,Female,Urban,High School,5K-10K,3597,More than 1,Platinum,102516
1093,Female,Urban,Bachelor,More than 10K,3440,More than 1,Platinum,103608
1094,Male,Rural,Bachelor,5K-10K,0,More than 1,Silver,106728
1095,Male,Rural,High School,More than 10K,2006,More than 1,Platinum,98304
1096,Female,Rural,High School,5K-10K,7990,1,Platinum,113568
1097,Female,Urban,High School,5K-10K,0,More than 1,Silver,33372
1098,Female,Rural,High School,More than 10K,3793,1,Gold,100524
1099,Male,Rural,Bachelor,More than 10K,3123,More than 1,Platinum,175656
1100,Female,Rural,Others,5K-10K,0,1,Platinum,33444
1101,Female,Urban,Bachelor,2K-5K,4008,1,Platinum,60312
1102,Male,Urban,Bachelor,5K-10K,2057,More than 1,Platinum,60012
1103,Male,Urban,Bachelor,2K-5K,4255,More than 1,Silver,209052
1104,Female,Rural,Bachelor,5K-10K,2677,More than 1,Platinum,100488
1105,Male,Urban,High School,2K-5K,0,1,Platinum,33996
1106,Male,Urban,High School,5K-10K,11314,More than 1,Platinum,518508
1107,Male,Urban,High School,5K-10K,6442,More than 1,Gold,64344
1108,Male,Rural,Bachelor,5K-10K,0,More than 1,Platinum,66360
1109,Female,Urban,Bachelor,5K-10K,4522,1,Gold,62508
1110,Male,Rural,Bachelor,5K-10K,0,1,Gold,36672
1111,Male,Urban,High School,More than 10K,4683,More than 1,Platinum,58452
1112,Female,Urban,High School,2K-5K,4101,1,Gold,32472
1113,Male,Urban,High School,5K-10K,3335,More than 1,Platinum,67080
1114,Female,Urban,Bachelor,5K-10K,4290,More than 1,Platinum,173424
1115,Male,Urban,High School,5K-10K,7002,1,Platinum,53004
1116,Female,Urban,Bachelor,<=2K,5724,More than 1,Platinum,96504
1117,Male,Urban,Bachelor,5K-10K,4535,More than 1,Gold,556356
1118,Male,Urban,Bachelor,5K-10K,3902,1,Gold,56652
1119,Male,Urban,Bachelor,2K-5K,5598,More than 1,Platinum,62208
1120,Male,Rural,Others,5K-10K,2266,1,Platinum,52392
1121,Female,Urban,Others,2K-5K,5670,1,Silver,32040
1122,Female,Urban,High School,2K-5K,5858,More than 1,Gold,96588
1123,Male,Urban,High School,5K-10K,5900,More than 1,Platinum,96324
1124,Male,Urban,High School,<=2K,7647,More than 1,Platinum,55380
1125,Male,Urban,Bachelor,5K-10K,2752,More than 1,Gold,253668
1126,Male,Urban,Bachelor,5K-10K,3912,More than 1,Platinum,34560
1127,Male,Urban,High School,5K-10K,4182,More than 1,Platinum,64236
1128,Male,Urban,High School,More than 10K,3898,More than 1,Platinum,62148
1129,Female,Urban,Bachelor,5K-10K,3445,More than 1,Platinum,63924
1130,Female,Urban,High School,5K-10K,0,More than 1,Gold,169596
1131,Male,Urban,High School,2K-5K,11574,More than 1,Platinum,591180
1132,Female,Urban,High School,5K-10K,5371,1,Silver,63372
1133,Female,Urban,Bachelor,5K-10K,4248,More than 1,Platinum,33756
1134,Male,Urban,High School,5K-10K,2932,1,Gold,57696
1135,Male,Urban,High School,5K-10K,3826,More than 1,Platinum,176820
1136,Female,Rural,High School,5K-10K,3302,1,Silver,39960
1137,Male,Urban,High School,2K-5K,3765,More than 1,Platinum,66804
1138,Male,Urban,Bachelor,5K-10K,9572,More than 1,Gold,311160
1139,Male,Rural,Bachelor,5K-10K,2050,More than 1,Silver,62016
1140,Female,Urban,High School,5K-10K,3947,1,Platinum,58968
1141,Male,Urban,High School,2K-5K,6102,More than 1,Platinum,46824
1142,Male,Urban,High School,More than 10K,4575,More than 1,Gold,65976
1143,Female,Urban,High School,<=2K,6325,More than 1,Platinum,59772
1144,Male,Urban,Bachelor,5K-10K,14538,1,Silver,51180
1145,Female,Urban,High School,5K-10K,3757,More than 1,Platinum,63336
1146,Male,Rural,Bachelor,5K-10K,2378,More than 1,Silver,66612
1147,Male,Rural,High School,5K-10K,0,1,Silver,30864
1148,Male,Urban,Bachelor,2K-5K,4206,More than 1,Platinum,145812
1149,Female,Rural,High School,5K-10K,4756,More than 1,Platinum,90120
1150,Male,Urban,High School,2K-5K,4947,1,Platinum,51732
1151,Male,Rural,Others,5K-10K,3204,More than 1,Gold,106296
1152,Male,Rural,Others,5K-10K,2530,More than 1,Gold,63408
1153,Male,Urban,High School,More than 10K,3792,More than 1,Gold,154920
1154,Male,Urban,Others,5K-10K,10306,1,Silver,65580
1155,Female,Urban,Bachelor,2K-5K,6552,More than 1,Silver,103272
1156,Male,Urban,Bachelor,5K-10K,0,1,Silver,33612
1157,Male,Urban,High School,2K-5K,3586,More than 1,Platinum,85296
1158,Male,Urban,High School,5K-10K,6275,More than 1,Silver,34164
1159,Female,Urban,Bachelor,5K-10K,4061,More than 1,Platinum,60384
1160,Male,Urban,High School,2K-5K,3635,1,Platinum,32028
1161,Female,Urban,High School,2K-5K,0,More than 1,Gold,30108
1162,Male,Urban,Others,2K-5K,6024,1,Platinum,38160
1163,Female,Urban,High School,<=2K,5936,More than 1,Platinum,66864
1164,Female,Urban,Bachelor,2K-5K,4032,More than 1,Gold,64236
1165,Male,Rural,High School,More than 10K,0,1,Platinum,83232
1166,Male,Rural,High School,5K-10K,2785,More than 1,Platinum,61356
1167,Male,Rural,High School,5K-10K,0,1,Silver,35628
1168,Male,Urban,High School,2K-5K,4325,1,Platinum,31236
1169,Female,Urban,High School,2K-5K,3007,More than 1,Silver,101472
1170,Male,Rural,Bachelor,More than 10K,0,More than 1,Silver,47760
1171,Male,Urban,Bachelor,2K-5K,4791,More than 1,Gold,70140
1172,Male,Rural,High School,5K-10K,3492,More than 1,Silver,301728
1173,Male,Urban,Bachelor,2K-5K,24304,1,Silver,50796
1174,Male,Rural,High School,More than 10K,0,More than 1,Platinum,60348
1175,Female,Urban,High School,2K-5K,4944,1,Platinum,33528
1176,Male,Rural,Bachelor,5K-10K,3321,1,Silver,32676
1177,Male,Rural,Bachelor,5K-10K,3339,1,Platinum,35424
1178,Female,Rural,Bachelor,2K-5K,2367,1,Platinum,69840
1179,Male,Urban,Bachelor,2K-5K,4057,1,Platinum,32760
1180,Male,Urban,Bachelor,5K-10K,8505,More than 1,Silver,542052
1181,Female,Urban,High School,More than 10K,6519,More than 1,Platinum,60828
1182,Male,Urban,Bachelor,5K-10K,0,More than 1,Platinum,63636
1183,Female,Rural,High School,5K-10K,13033,More than 1,Silver,72576
1184,Male,Urban,High School,5K-10K,6697,More than 1,Platinum,99408
1185,Female,Urban,High School,2K-5K,3495,1,Platinum,69612
1186,Male,Urban,High School,5K-10K,3107,1,Platinum,33696
1187,Male,Urban,High School,5K-10K,3804,More than 1,Platinum,59952
1188,Male,Urban,Bachelor,5K-10K,3993,1,Platinum,30252
1189,Male,Rural,High School,5K-10K,0,More than 1,Gold,70188
1190,Male,Urban,High School,5K-10K,7264,More than 1,Gold,28404
1191,Male,Rural,Bachelor,More than 10K,0,1,Gold,31164
1192,Male,Urban,Others,5K-10K,7386,More than 1,Gold,292284
1193,Female,Rural,High School,5K-10K,6462,1,Platinum,41484
1194,Male,Urban,Bachelor,2K-5K,6846,More than 1,Platinum,63384
1195,Female,Urban,High School,2K-5K,6807,1,Silver,32844
1196,Female,Rural,Bachelor,5K-10K,2304,More than 1,Gold,71148
1197,Male,Urban,Bachelor,More than 10K,4091,More than 1,Silver,56988
1198,Female,Rural,High School,5K-10K,0,More than 1,Gold,58836
1199,Male,Rural,Bachelor,5K-10K,2395,More than 1,Platinum,62544
1200,Male,Urban,Bachelor,5K-10K,3898,More than 1,Gold,94452
1201,Female,Urban,Bachelor,2K-5K,5958,More than 1,Silver,95976
1202,Male,Urban,High School,5K-10K,6111,More than 1,Silver,263796
1203,Female,Rural,High School,More than 10K,2120,More than 1,Platinum,67980
1204,Male,Rural,Bachelor,2K-5K,2482,More than 1,Platinum,39480
1205,Female,Rural,High School,5K-10K,0,More than 1,Platinum,56076
1206,Male,Urban,Bachelor,2K-5K,4188,1,Silver,36132
1207,Male,Urban,Bachelor,5K-10K,5048,1,Gold,32832
1208,Female,Urban,Bachelor,5K-10K,2657,More than 1,Platinum,64560
1209,Female,Urban,High School,2K-5K,0,1,Gold,57372
1210,Female,Urban,High School,2K-5K,2857,More than 1,Platinum,104664
1211,Male,Urban,High School,5K-10K,4019,More than 1,Platinum,60228
1212,Male,Urban,High School,5K-10K,6508,More than 1,Gold,95136
1213,Male,Rural,Bachelor,5K-10K,2907,1,Platinum,285192
1214,Male,Urban,High School,5K-10K,4335,1,Platinum,49392
1215,Male,Rural,High School,5K-10K,0,More than 1,Platinum,70188
1216,Female,Rural,Bachelor,5K-10K,0,More than 1,Silver,111072
1217,Male,Rural,Bachelor,5K-10K,0,1,Gold,34140
1218,Female,Urban,Bachelor,2K-5K,6210,1,Gold,84240
1219,Female,Urban,High School,5K-10K,12844,More than 1,Platinum,270456
1220,Female,Rural,High School,5K-10K,0,More than 1,Silver,98604
1221,Male,Urban,High School,5K-10K,5452,1,Platinum,60288
1222,Female,Rural,High School,5K-10K,0,1,Platinum,39792
1223,Female,Urban,Bachelor,2K-5K,4142,1,Platinum,28968
1224,Female,Urban,Bachelor,5K-10K,0,1,Platinum,32208
1225,Female,Rural,High School,5K-10K,0,1,Platinum,65904
1226,Male,Urban,High School,5K-10K,10004,More than 1,Platinum,96756
1227,Male,Urban,High School,5K-10K,7162,1,Platinum,36324
1228,Male,Rural,High School,5K-10K,0,More than 1,Platinum,86868
1229,Male,Rural,High School,More than 10K,0,1,Platinum,32904
1230,Male,Urban,High School,5K-10K,3126,More than 1,Silver,34440
1231,Male,Urban,High School,2K-5K,3949,More than 1,Platinum,59136
1232,Male,Urban,Bachelor,2K-5K,4992,More than 1,Platinum,96192
1233,Male,Urban,High School,5K-10K,4746,1,Platinum,29400
1234,Female,Urban,Bachelor,<=2K,5997,More than 1,Platinum,61428
1235,Male,Urban,High School,5K-10K,3071,More than 1,Silver,67284
1236,Male,Urban,High School,5K-10K,6317,1,Platinum,40716
1237,Male,Urban,Bachelor,2K-5K,4305,More than 1,Platinum,107940
1238,Male,Rural,High School,2K-5K,3960,1,Silver,33840
1239,Female,Rural,High School,5K-10K,0,More than 1,Platinum,65484
1240,Female,Rural,Bachelor,More than 10K,0,More than 1,Gold,68196
1241,Male,Rural,High School,5K-10K,10883,1,Platinum,30696
1242,Female,Urban,High School,5K-10K,5580,1,Silver,152472
1243,Male,Urban,High School,5K-10K,0,1,Silver,32868
1244,Male,Urban,Bachelor,More than 10K,5151,1,Silver,33432
1245,Female,Urban,High School,2K-5K,7743,1,Platinum,38904
1246,Male,Urban,Bachelor,5K-10K,6684,1,Platinum,54060
1247,Male,Urban,High School,5K-10K,9676,More than 1,Platinum,465024
1248,Male,Urban,Bachelor,2K-5K,3624,More than 1,Platinum,111180
1249,Male,Urban,Bachelor,2K-5K,5765,More than 1,Platinum,508704
1250,Male,Urban,High School,2K-5K,3631,More than 1,Platinum,69840
1251,Male,Rural,Bachelor,5K-10K,2056,More than 1,Platinum,32304
1252,Female,Urban,High School,5K-10K,4802,More than 1,Silver,87348
1253,Female,Urban,High School,5K-10K,6408,1,Silver,43260
1254,Male,Urban,Bachelor,5K-10K,4677,More than 1,Platinum,58272
1255,Female,Rural,High School,5K-10K,3735,1,Platinum,34536
1256,Male,Rural,High School,5K-10K,2515,More than 1,Silver,60744
1257,Female,Rural,High School,5K-10K,5770,1,Platinum,30888
1258,Female,Urban,Bachelor,2K-5K,6172,More than 1,Platinum,190404
1259,Female,Rural,Bachelor,More than 10K,3598,More than 1,Gold,58980
1260,Female,Urban,High School,5K-10K,6360,More than 1,Gold,68904
1261,Male,Urban,Bachelor,5K-10K,2569,1,Gold,36336
1262,Female,Urban,High School,5K-10K,5473,More than 1,Platinum,72684
1263,Male,Rural,Bachelor,5K-10K,8174,1,Platinum,53856
1264,Female,Rural,High School,2K-5K,0,1,Platinum,32076
1265,Male,Urban,Bachelor,2K-5K,6725,1,Platinum,32892
1266,Female,Urban,Bachelor,5K-10K,0,1,Platinum,38700
1267,Female,Urban,Bachelor,2K-5K,2454,More than 1,Platinum,134184
1268,Female,Rural,Bachelor,2K-5K,6397,More than 1,Silver,150852
1269,Male,Urban,Bachelor,2K-5K,3182,More than 1,Silver,210432
1270,Male,Urban,Bachelor,More than 10K,11684,More than 1,Gold,165108
1271,Male,Urban,High School,5K-10K,3775,1,Gold,56580
1272,Male,Urban,High School,5K-10K,2136,More than 1,Platinum,30924
1273,Female,Rural,High School,5K-10K,0,1,Platinum,33348
1274,Male,Urban,High School,More than 10K,5279,More than 1,Gold,40176
1275,Male,Urban,High School,2K-5K,5756,More than 1,Platinum,60492
1276,Male,Rural,Bachelor,5K-10K,0,1,Platinum,66936
1277,Female,Rural,High School,5K-10K,2274,1,Platinum,30156
1278,Male,Urban,Bachelor,5K-10K,3614,More than 1,Platinum,66072
1279,Female,Urban,High School,5K-10K,4021,More than 1,Gold,69996
1280,Female,Urban,Bachelor,2K-5K,2545,More than 1,Platinum,66336
1281,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,92688
1282,Female,Urban,High School,2K-5K,5935,More than 1,Silver,186120
1283,Female,Urban,Bachelor,5K-10K,4340,1,Platinum,71100
1284,Male,Urban,High School,5K-10K,4183,More than 1,Platinum,492156
1285,Male,Urban,Bachelor,<=2K,5213,1,Platinum,48228
1286,Male,Urban,Bachelor,5K-10K,10453,More than 1,Silver,287880
