Was_Product_Reordered,Order_ID,Product_ID
1,2376,5747
1,2376,9727
1,2377,5225
1,2378,15132
1,2378,2835
1,2378,7068
0,2378,8989
1,2378,17
1,2379,3446
1,2379,10581
1,2379,13662
1,2379,13460
1,2379,13887
1,2379,8742
1,2379,1985
1,2379,15870
1,2379,14883
1,2379,10155
1,2380,4989
1,2380,778
1,2380,11132
1,2380,869
1,2380,15139
1,2380,16273
1,2380,3658
1,2380,10757
1,2381,9030
1,2381,1960
1,2381,9324
1,2381,7068
1,2381,12035
1,2381,6061
1,2381,13302
1,2381,11140
0,2381,9310
1,2381,8304
1,2382,14358
1,2382,13214
1,2382,2971
1,2382,2017
1,2383,14996
1,2383,6204
0,2383,9282
0,2384,10904
0,2384,5628
0,2384,15847
0,2384,11811
0,2384,16019
0,2384,4509
1,2384,11420
0,2384,14
0,2384,7674
1,2384,9131
0,2384,7669
0,2384,13186
0,2384,7437
0,2384,4879
0,2384,12985
0,2384,11396
0,2384,11394
0,2384,10803
0,2384,2405
1,2385,950
0,2385,14316
0,2385,12647
0,2385,15694
0,2385,15856
1,2386,5648
1,2386,16018
1,2386,6479
1,2386,12771
1,2386,1655
1,2386,6991
0,2386,10608
1,2386,13329
0,2386,10884
1,2386,4292
1,2387,7011
1,2387,1955
0,2387,11539
1,2387,15509
1,2387,1847
1,2388,9282
1,2388,7068
1,2388,6804
1,2388,14102
1,2388,1571
1,2388,5538
1,2388,4879
1,2388,14585
1,2388,13150
1,2388,9030
1,2389,3740
1,2389,10579
1,2389,11394
1,2389,14641
1,2389,12265
1,2389,15525
1,2389,14974
1,2389,14564
1,2389,6391
1,2389,16173
1,2389,9854
1,2389,7235
0,2389,16410
1,2389,7327
1,2389,15694
1,2389,2677
0,2389,9416
0,2389,7873
0,2389,15338
0,2389,13666
0,2389,13816
1,2389,10134
0,2390,15694
0,2390,9728
1,2390,4162
1,2390,13562
0,2390,16086
1,2391,8304
1,2391,15870
1,2391,14996
0,2391,10149
1,2391,415
1,2391,15550
0,2391,6345
1,2391,7235
1,2391,8742
1,2391,10579
1,2391,4706
1,2391,13563
1,2392,16202
1,2392,10134
1,2392,7948
1,2392,2438
1,2392,4918
1,2393,8304
1,2393,13890
0,2393,15470
0,2393,5986
0,2393,1367
0,2393,4702
1,2394,9396
1,2394,8304
1,2394,14996
1,2394,2496
1,2394,4540
1,2394,14073
1,2394,14350
1,2394,13562
1,2394,6642
0,2394,10094
1,2394,5683
1,2394,1836
1,2394,8121
0,2395,15554
1,2395,8304
0,2395,4992
0,2395,6222
0,2395,5136
0,2395,4728
0,2395,9623
0,2395,4949
0,2395,8690
1,2395,9849
0,2395,15743
0,2395,3201
0,2396,6267
0,2397,12964
0,2397,15188
0,2397,14042
0,2397,16401
1,2397,5193
1,2397,4344
1,2397,5284
1,2397,4423
1,2397,10270
1,2397,13504
1,2397,15694
1,2397,13282
1,2397,13560
1,2397,10967
1,2397,5638
1,2397,16173
1,2397,14933
1,2397,7327
0,2397,1487
1,2397,2523
1,2397,5542
0,2398,8742
1,2398,1164
1,2398,4965
1,2398,13887
1,2398,3752
0,2398,10507
0,2398,8887
0,2398,8970
1,2399,4439
1,2399,8293
1,2399,8304
1,2399,2755
1,2399,13177
1,2399,16455
1,2399,15870
0,2399,7327
0,2399,14116
1,2400,521
1,2400,15233
1,2400,6251
1,2400,15577
1,2400,12389
1,2400,5764
1,2400,13390
1,2400,12555
1,2400,14094
1,2400,11394
1,2400,15833
1,2400,1571
1,2400,10510
1,2400,9117
1,2400,10314
1,2400,10501
1,2401,14803
1,2401,93
1,2401,1401
1,2401,7170
1,2401,10473
1,2401,12919
0,2401,2541
1,2401,9741
1,2402,5638
1,2402,14996
1,2402,5136
1,2402,6391
1,2402,11956
1,2402,1655
1,2402,14768
1,2402,7327
1,2402,4423
1,2403,12555
1,2404,13273
1,2404,6723
1,2404,11272
1,2404,12382
1,2404,124
1,2404,1669
1,2404,14470
1,2404,15471
1,2404,3137
1,2404,13085
1,2404,9310
1,2404,3778
1,2404,11024
1,2404,14784
1,2404,6391
1,2404,10628
1,2404,2674
0,2404,3239
0,2404,1008
0,2404,12033
1,2404,5638
0,2404,9324
0,2404,10424
0,2405,241
0,2405,8901
0,2405,14249
0,2405,14350
0,2405,6817
0,2405,13056
0,2405,4295
1,2405,2782
1,2405,5848
1,2405,11434
1,2405,2696
1,2405,5030
0,2405,14456
1,2405,4100
1,2405,16153
1,2405,14769
0,2406,4547
1,2406,3246
1,2406,5429
1,2406,9474
1,2406,749
1,2406,14751
1,2406,79
1,2406,8271
1,2406,10086
1,2406,4028
0,2406,10531
1,2406,1268
0,2406,1306
0,2406,5277
0,2406,6869
0,2406,7791
0,2406,692
1,2406,4792
0,2406,1971
0,2406,9868
1,2407,1423
1,2407,8742
1,2407,6053
1,2407,11684
1,2407,8053
1,2407,7582
1,2407,1723
1,2407,8647
1,2407,8765
1,2407,11313
1,2408,3717
0,2408,5347
0,2408,15276
0,2408,8930
1,2409,2376
1,2409,13595
1,2409,12835
1,2409,12721
1,2409,8304
1,2409,8297
0,2409,6798
0,2409,2912
0,2409,8339
0,2409,16258
0,2409,9396
1,2410,10086
1,2410,2673
1,2410,5630
1,2410,312
1,2410,8629
1,2410,4354
1,2410,13620
1,2410,4695
0,2411,12193
0,2411,8748
0,2411,12866
0,2411,6325
1,2412,10183
1,2412,3946
1,2412,11840
1,2412,8978
1,2412,55
1,2412,12965
0,2412,10633
0,2412,1804
0,2413,12733
0,2413,13532
0,2413,13562
0,2413,2677
0,2413,10579
0,2413,13117
0,2413,14227
0,2413,2361
0,2413,13734
0,2413,5971
0,2413,5136
0,2413,8085
0,2413,14850
0,2413,2409
0,2413,12033
0,2413,13861
0,2413,14970
0,2413,6536
0,2413,5924
0,2413,4323
0,2413,8304
0,2413,13570
1,2414,7068
1,2414,6723
1,2414,10505
1,2414,10389
1,2414,6246
1,2414,9324
1,2414,14974
1,2414,9394
1,2414,5258
1,2414,4148
1,2414,2782
1,2414,11024
1,2414,9849
1,2415,11394
1,2415,11660
1,2415,2938
1,2415,2855
1,2415,4423
0,2415,4961
1,2415,12338
1,2415,10579
0,2415,4245
0,2415,4392
0,2415,5222
1,2416,15870
1,2416,13027
1,2416,9776
0,2416,4982
0,2416,3586
1,2417,4140
1,2417,2838
1,2417,11665
1,2417,1842
1,2417,11796
1,2417,9480
1,2417,6013
0,2417,13854
0,2417,3692
0,2417,2323
0,2417,4684
1,2417,6367
0,2417,5012
0,2418,1727
1,2418,658
1,2418,1047
0,2418,6317
1,2418,5002
1,2418,15671
1,2418,1007
1,2418,12765
1,2418,7826
1,2418,14116
1,2418,2855
1,2418,11185
1,2418,6800
1,2418,6595
1,2418,7663
1,2418,11428
1,2418,6731
1,2418,8789
1,2418,12857
1,2419,5628
1,2419,3416
1,2419,3285
1,2419,11486
1,2420,6591
1,2420,15509
1,2420,3446
1,2420,7327
1,2420,8329
0,2420,16287
1,2420,8141
1,2421,11076
1,2421,10721
1,2421,8841
1,2421,7033
1,2421,631
1,2421,3569
1,2421,9889
1,2421,4653
1,2421,8656
1,2421,6391
1,2421,1069
0,2421,5782
1,2421,8700
1,2421,1253
1,2421,9659
0,2421,13854
0,2421,8324
0,2421,8101
0,2421,2263
0,2421,12205
1,2422,16358
1,2422,12316
1,2422,15614
1,2423,1571
1,2423,1119
1,2423,8304
1,2423,8607
1,2423,13338
1,2423,15930
1,2424,7235
1,2424,1813
1,2424,1749
1,2424,8742
1,2424,9324
1,2424,7637
1,2424,9626
0,2424,4926
1,2424,4577
0,2424,15833
1,2424,8557
1,2424,14269
1,2424,11699
1,2425,7068
1,2425,2871
1,2425,11004
0,2426,2218
1,2426,7826
1,2426,14616
1,2426,2542
1,2426,12791
1,2426,11261
1,2426,7068
1,2426,8304
1,2427,13010
1,2427,1472
1,2427,12413
1,2427,15974
0,2427,9804
0,2428,10558
1,2428,4033
1,2428,5899
1,2428,8304
1,2428,12540
1,2428,13442
1,2428,6043
1,2428,16362
1,2428,7377
1,2428,5764
1,2428,15694
1,2428,2220
1,2428,8971
1,2429,13029
1,2429,14904
1,2429,1423
1,2429,14364
1,2429,2531
1,2429,8720
1,2430,9081
1,2430,14167
1,2430,9725
1,2430,14630
1,2431,10748
1,2431,12492
1,2431,14068
1,2431,15833
1,2431,13667
0,2431,11824
0,2431,15180
0,2431,5776
0,2431,6974
1,2431,4166
1,2432,1954
1,2433,79
1,2434,6738
1,2434,7940
1,2434,12937
0,2435,7327
0,2435,16344
0,2435,7663
0,2435,206
0,2435,3136
1,2435,7068
1,2435,10134
0,2435,8360
0,2435,13085
0,2435,10906
0,2435,10961
0,2435,6709
1,2435,3446
0,2435,14558
1,2435,6168
0,2435,12737
0,2435,2038
0,2435,15382
0,2435,15694
0,2435,11779
0,2435,16063
0,2435,4742
0,2435,10590
0,2435,7686
1,2436,12880
1,2436,7233
1,2436,1765
1,2436,10919
1,2436,8298
1,2436,6807
0,2436,14769
0,2436,13129
1,2436,9377
1,2436,5638
1,2436,14850
1,2437,3839
1,2437,6189
1,2437,2156
1,2437,4493
1,2437,16460
1,2437,5576
1,2437,5245
1,2437,9849
1,2437,12413
1,2437,8732
1,2437,11161
1,2437,9248
1,2438,16359
1,2438,324
1,2438,7498
1,2438,11394
1,2438,14749
0,2438,10648
0,2438,15835
1,2438,15501
1,2439,8304
1,2439,6723
1,2439,2238
1,2439,4790
1,2439,8459
1,2439,3677
1,2439,5023
1,2439,4788
1,2439,3569
1,2439,1621
1,2439,15915
1,2439,10835
1,2439,221
1,2439,2011
1,2439,4276
1,2439,8165
1,2439,5250
1,2439,14239
1,2439,15868
1,2439,13963
1,2439,15870
1,2439,11243
0,2440,10286
0,2440,6997
0,2440,12540
0,2440,11276
0,2440,5638
0,2440,13085
1,2441,7339
1,2441,3620
1,2441,7327
0,2441,8940
1,2442,1591
0,2442,2399
1,2442,14076
0,2442,2022
1,2442,9472
1,2442,14073
1,2442,10612
1,2442,2871
0,2442,14419
0,2442,7068
1,2443,4954
1,2443,2824
0,2444,8712
0,2444,4270
0,2444,4148
0,2444,11771
0,2444,241
1,2445,2987
1,2445,8304
1,2445,11484
1,2445,1649
1,2445,4292
1,2445,7570
1,2445,2258
1,2445,15651
1,2445,15352
1,2445,16404
1,2445,3975
1,2445,14354
1,2445,12334
1,2445,13297
1,2445,3853
1,2445,312
1,2445,2719
1,2445,14819
1,2445,13716
1,2445,5291
1,2445,5332
1,2445,5685
1,2445,15785
1,2445,5207
1,2445,9427
1,2445,5529
0,2445,9109
1,2445,10916
0,2445,7141
0,2445,9868
0,2445,1610
1,2445,4247
1,2445,7678
1,2445,9486
0,2445,1534
1,2445,6370
1,2445,10845
1,2445,98
1,2446,3400
1,2446,7327
1,2446,4577
1,2446,13836
1,2446,3753
0,2446,8412
0,2446,12150
1,2446,8304
0,2446,1062
0,2447,2755
0,2447,4021
1,2447,12880
1,2448,8684
1,2448,12540
1,2448,8304
1,2448,4339
1,2448,15833
1,2448,13930
1,2448,8288
1,2448,14
0,2448,1612
0,2448,6219
0,2448,15697
0,2448,6093
0,2448,11147
0,2448,13504
0,2448,3689
0,2448,13854
0,2448,14444
1,2448,15667
1,2449,15694
1,2449,5242
1,2449,12955
1,2449,8304
1,2449,4100
1,2449,11665
1,2449,5530
1,2449,3989
1,2449,3369
1,2450,3957
1,2450,9538
1,2450,6357
1,2450,8049
1,2450,4600
1,2451,3004
1,2451,11194
0,2451,14894
0,2452,12017
0,2452,6396
1,2452,7068
0,2452,4423
1,2452,8764
1,2453,10834
1,2453,4739
1,2453,4423
1,2454,9282
1,2454,14269
1,2454,4450
1,2454,13836
0,2454,14342
1,2454,12477
0,2454,1555
1,2454,5971
1,2454,7174
0,2454,14847
1,2454,389
0,2454,6371
0,2454,2614
0,2454,9870
0,2454,14700
0,2454,8288
0,2454,13867
0,2454,5793
1,2454,1341
1,2455,3373
1,2455,12157
1,2455,5185
1,2455,8304
1,2455,3156
1,2455,14206
1,2455,1482
1,2455,3006
1,2455,1594
1,2456,6058
1,2456,8088
1,2456,11665
1,2456,7068
1,2456,298
1,2456,14191
1,2456,15583
1,2456,4737
1,2456,12936
1,2456,449
1,2456,8588
0,2456,11946
0,2456,4588
1,2457,3063
1,2457,6492
1,2457,13777
1,2457,11190
1,2457,14165
1,2457,12142
1,2457,5155
1,2457,13390
1,2457,15577
1,2457,10393
1,2457,5377
1,2457,6484
1,2457,1571
1,2457,1770
0,2458,15166
1,2458,9623
0,2458,6185
1,2459,12565
0,2459,15870
1,2459,10674
1,2459,5819
1,2459,12676
0,2459,3501
0,2459,14758
1,2459,3857
1,2459,13814
1,2459,6369
1,2459,10855
0,2459,2571
1,2459,4773
1,2459,6807
0,2459,9916
1,2460,11467
1,2460,9281
1,2460,10367
1,2460,2837
1,2460,12221
1,2460,8304
1,2460,7811
0,2460,8196
1,2460,1423
1,2461,14793
1,2461,2824
1,2461,2361
1,2461,324
1,2461,7498
1,2461,1621
1,2461,13532
0,2461,16501
1,2461,10579
1,2461,2855
1,2461,16215
0,2461,4048
0,2461,11687
0,2461,560
0,2461,14068
0,2461,2789
0,2461,3828
0,2461,8389
0,2461,16468
1,2461,6275
0,2461,10488
1,2461,3088
0,2461,1365
1,2461,9626
1,2462,15312
1,2462,15870
1,2462,16436
1,2462,13302
1,2462,12234
1,2462,13562
1,2462,16410
1,2463,8343
1,2463,9030
1,2463,16037
1,2463,7663
1,2463,15694
1,2463,2212
1,2463,4323
1,2463,4295
1,2463,6436
1,2463,1985
1,2463,11404
1,2463,10186
1,2463,3752
1,2463,5071
1,2463,13562
1,2464,3316
1,2464,13297
0,2464,13793
1,2464,3666
1,2464,15651
1,2464,13933
0,2465,15219
0,2465,7327
0,2465,1200
0,2465,10515
0,2465,979
0,2465,9623
1,2465,12265
1,2465,14191
1,2466,15298
1,2466,5352
1,2466,14886
1,2466,13400
1,2466,9714
1,2466,6962
1,2466,3954
0,2466,9396
0,2466,12116
1,2467,1543
1,2467,12127
1,2467,5294
1,2467,2222
1,2467,14684
1,2467,1760
1,2467,3342
1,2467,10081
1,2467,2831
1,2467,11467
1,2467,2824
1,2467,1655
1,2467,8304
0,2467,1550
0,2467,9255
1,2467,2368
1,2467,6424
0,2467,265
0,2468,6601
1,2468,7068
0,2468,5748
1,2468,10903
1,2468,8764
1,2469,10903
1,2469,1166
1,2469,7068
0,2469,5542
1,2469,6058
1,2469,9806
1,2469,8647
1,2470,8647
1,2470,15833
1,2470,2824
1,2470,15870
1,2470,11502
1,2470,7271
1,2470,8304
1,2470,5971
1,2470,179
1,2470,9422
1,2470,1655
1,2470,10519
1,2470,11708
1,2470,5288
1,2470,5429
1,2470,13329
1,2470,3045
1,2470,9174
0,2470,15606
1,2470,12794
1,2470,6730
1,2470,2044
1,2471,9623
1,2471,3954
0,2472,11992
0,2472,4423
0,2472,11024
0,2472,8802
0,2472,9672
0,2472,14616
0,2472,9171
0,2472,16436
0,2472,14350
0,2472,13685
0,2472,4981
0,2472,3941
0,2472,12363
0,2472,15694
0,2472,13734
0,2472,539
1,2473,3575
1,2473,8484
1,2473,4423
1,2473,2855
1,2473,12234
1,2473,13562
0,2473,4286
0,2473,3620
0,2473,452
0,2473,14558
0,2473,2803
0,2473,5937
1,2473,13262
0,2473,8742
0,2473,11951
1,2473,9324
0,2473,7068
0,2473,12263
0,2473,9206
1,2473,4148
0,2473,15069
0,2473,7866
1,2473,6204
0,2473,14249
1,2474,15694
1,2474,8395
1,2474,4423
1,2474,9324
1,2474,2782
1,2474,16173
1,2474,848
1,2474,14564
1,2474,7327
1,2474,7068
1,2474,10161
1,2474,5972
1,2474,13562
1,2474,14850
1,2474,14749
1,2474,15280
1,2474,8742
1,2474,7092
1,2474,8804
1,2474,10356
1,2474,715
1,2474,8901
1,2474,15583
1,2474,5937
1,2474,15846
1,2474,29
1,2474,14249
1,2474,8923
1,2474,11394
1,2474,8989
1,2474,2749
1,2474,15245
1,2474,10437
1,2474,8881
1,2475,1343
1,2475,334
1,2475,10923
1,2475,8304
1,2475,2062
1,2475,11554
1,2475,1765
0,2475,5638
0,2475,2782
1,2475,11444
0,2475,7478
1,2476,8304
1,2476,13930
1,2476,9396
1,2476,15833
1,2477,9282
1,2477,9811
1,2477,6878
1,2477,4423
1,2477,4432
0,2477,2595
1,2478,14833
1,2478,11758
1,2478,7267
1,2478,8925
1,2479,2121
0,2479,8781
1,2479,7138
1,2479,12357
0,2479,1836
0,2479,10891
1,2479,7068
0,2479,10166
1,2479,13762
0,2479,2018
0,2479,1529
0,2480,11969
0,2480,12284
0,2480,15964
0,2480,2632
0,2480,13306
0,2480,7959
0,2480,6732
0,2480,16455
1,2481,1782
1,2481,8304
1,2481,1960
1,2481,13562
1,2481,15048
1,2481,2113
1,2482,9304
1,2482,984
1,2482,9074
0,2482,8119
1,2482,6508
0,2482,8764
0,2482,9626
0,2482,16336
1,2483,13856
1,2483,9464
1,2483,4030
1,2483,11854
1,2483,5335
0,2484,1007
0,2484,14675
1,2484,5147
1,2484,3829
0,2484,13663
0,2484,162
0,2484,1830
1,2484,2472
1,2484,8273
0,2484,2690
1,2484,13941
1,2485,5808
1,2485,13380
0,2485,9127
1,2485,13396
1,2485,12324
1,2485,1401
1,2485,441
1,2486,9831
1,2486,9324
1,2487,11159
0,2487,4202
0,2488,8281
1,2488,6395
1,2488,15117
0,2488,14151
0,2488,1439
0,2488,4604
1,2488,6345
1,2488,3767
0,2488,14239
1,2488,1960
1,2488,11992
1,2488,14700
1,2488,15987
1,2488,12819
1,2488,14094
1,2488,9655
1,2488,8105
0,2488,14996
1,2488,11276
1,2488,8373
0,2488,3004
1,2488,4100
1,2488,11758
1,2488,7267
1,2488,6732
1,2488,8547
1,2488,14068
1,2488,4011
1,2488,8542
1,2488,5848
1,2488,7021
1,2489,8447
1,2489,4450
1,2489,4843
0,2489,13427
0,2489,3458
0,2489,10427
0,2489,13591
0,2489,6537
1,2490,12017
1,2490,4998
0,2490,7750
0,2490,9214
0,2490,4794
1,2491,15601
1,2491,13282
1,2491,8304
1,2492,7068
1,2492,8304
1,2492,5721
1,2492,15474
0,2492,6219
0,2492,11228
0,2492,1488
0,2492,5628
0,2492,1216
0,2492,9118
0,2492,14888
0,2492,12613
0,2492,6396
0,2492,4981
1,2493,4423
1,2493,3413
1,2493,3493
1,2493,4989
1,2493,1498
0,2493,12675
0,2493,794
0,2493,14016
0,2493,12820
0,2493,14841
0,2493,12404
0,2493,8781
0,2493,1987
0,2493,5575
0,2493,2603
1,2494,3320
1,2494,7068
1,2494,14667
1,2494,3413
1,2494,8304
1,2494,15870
0,2494,6007
1,2494,14073
1,2494,16501
1,2494,10012
1,2494,2622
1,2494,15474
1,2494,8317
1,2494,14470
1,2494,1847
1,2494,15164
1,2494,7676
1,2494,13179
1,2494,4541
1,2494,2613
0,2494,4115
1,2494,2673
0,2494,4640
0,2494,6345
0,2494,7663
1,2494,13380
1,2494,12540
0,2494,7710
0,2494,2841
0,2494,11719
0,2494,3290
0,2495,16088
1,2495,9170
1,2495,1684
1,2495,1237
1,2495,10787
1,2495,3045
1,2495,6072
0,2495,15967
0,2495,1150
1,2495,6819
1,2496,4769
1,2496,8449
1,2496,8304
1,2496,7327
1,2496,11992
1,2496,11868
1,2496,15870
1,2496,6536
0,2496,14677
0,2496,13162
1,2496,11261
0,2496,6535
0,2496,1536
1,2497,8751
1,2497,6484
0,2497,7434
1,2497,5821
1,2497,3165
0,2497,5669
1,2498,10859
1,2498,3873
1,2498,7327
1,2498,4423
1,2498,1765
1,2498,7723
1,2498,11243
1,2498,14350
1,2498,5258
1,2498,5638
1,2498,3398
1,2498,11507
1,2498,1836
1,2498,9551
1,2498,12794
1,2498,7045
1,2498,14073
0,2498,14996
1,2498,1176
0,2498,3211
0,2498,7129
0,2498,15833
1,2499,8261
1,2499,11658
1,2499,14456
1,2499,14227
1,2499,15273
1,2499,4840
1,2499,4408
1,2500,5064
0,2500,1985
0,2500,13367
0,2500,711
0,2500,7663
0,2500,14616
0,2500,13734
0,2500,8343
1,2501,8200
1,2501,9394
1,2501,1765
1,2501,2933
1,2501,1143
1,2501,898
0,2501,11061
1,2501,131
1,2501,187
1,2501,11413
1,2502,14419
1,2502,7127
1,2502,5844
1,2503,7623
1,2503,5638
1,2503,3004
0,2503,7909
0,2503,8861
1,2503,4923
0,2503,7627
0,2503,524
0,2503,15868
1,2504,11201
1,2504,4423
0,2504,2722
1,2504,13570
1,2505,8035
1,2506,11869
0,2506,3206
0,2506,2059
0,2506,8450
1,2506,708
1,2506,7068
1,2506,14419
0,2506,3045
1,2507,7663
1,2507,15528
1,2507,10904
1,2508,2407
1,2508,15518
1,2508,10439
1,2508,8304
1,2508,7068
0,2508,4803
0,2508,9831
0,2508,15599
1,2509,5693
1,2509,13187
1,2509,3869
1,2509,5960
1,2509,16318
1,2509,11232
1,2509,14785
1,2509,8304
1,2509,14995
1,2509,7244
1,2509,6732
1,2509,5765
1,2509,14833
1,2509,8883
0,2509,5496
0,2509,8893
0,2509,11321
0,2509,5376
1,2510,7989
1,2510,8304
1,2510,10895
1,2510,7405
1,2510,7377
1,2510,11490
1,2510,6204
1,2511,15509
0,2511,4441
0,2511,9134
0,2511,6716
1,2511,10579
0,2511,7663
0,2511,12855
0,2511,4446
0,2512,16178
1,2512,1209
1,2512,956
1,2512,979
1,2512,2053
1,2512,15860
1,2512,9812
1,2512,9178
1,2512,9038
1,2512,2855
0,2512,1207
1,2512,1961
0,2512,15694
1,2512,1985
0,2512,9672
0,2512,14200
0,2512,14691
0,2512,16085
0,2512,1501
0,2512,480
0,2512,13836
0,2512,16083
0,2512,1009
0,2512,8357
0,2512,21
0,2512,3034
0,2512,2841
0,2513,12008
1,2513,9626
0,2513,14558
0,2513,4220
0,2513,10562
0,2513,16011
1,2513,9394
1,2513,8304
0,2513,6825
1,2514,12690
1,2514,4794
1,2514,9455
1,2514,7068
1,2514,12291
1,2514,6333
1,2514,8297
1,2514,14256
1,2514,8865
1,2514,2622
1,2514,14350
1,2514,9484
1,2515,4423
1,2515,9171
1,2515,7327
1,2515,13532
1,2515,7161
1,2515,3620
1,2515,14996
1,2515,3723
0,2515,10439
0,2515,6007
0,2515,8286
0,2515,6058
0,2515,9324
0,2515,6796
0,2515,1136
1,2516,8381
1,2516,5536
1,2516,2881
1,2516,733
1,2516,15038
1,2516,3351
1,2516,2613
1,2516,13750
0,2516,3359
1,2517,14328
1,2517,11076
1,2517,13514
1,2518,11433
1,2518,1423
0,2518,3948
1,2518,7152
0,2519,8629
1,2520,9242
1,2520,1555
1,2520,7339
1,2520,6730
0,2520,5136
1,2520,9051
1,2520,11696
1,2520,324
1,2520,11434
1,2520,9499
1,2521,15741
1,2521,10161
1,2521,981
1,2521,9051
1,2521,7377
1,2521,1004
1,2521,14521
1,2521,12210
1,2521,7455
1,2522,13652
1,2522,13144
1,2522,13085
1,2522,10958
1,2522,6411
1,2522,15929
1,2522,12626
1,2522,6400
1,2522,4547
0,2522,749
1,2522,11433
1,2522,5638
1,2522,15338
1,2523,7842
1,2524,6922
1,2524,8304
1,2524,14806
1,2524,6347
1,2524,11758
1,2524,15870
1,2524,15474
1,2524,3677
1,2524,14428
1,2524,11507
1,2524,10012
1,2524,8647
1,2524,7377
1,2524,16501
1,2524,13859
1,2524,9626
1,2524,1813
1,2524,8098
1,2524,4153
1,2524,14884
1,2524,128
1,2524,6590
1,2524,7654
1,2524,16021
1,2524,7068
1,2524,9227
0,2524,5899
0,2524,1873
0,2524,9541
0,2524,16146
0,2524,9202
0,2524,10951
0,2524,4270
0,2524,2297
1,2524,1908
0,2524,1553
0,2524,14353
1,2525,15550
1,2525,1960
1,2525,521
1,2525,13863
1,2525,124
1,2525,2015
1,2525,7327
1,2525,13288
1,2525,5425
1,2525,2276
1,2525,9748
1,2525,15694
1,2525,10918
1,2525,2472
0,2525,1715
1,2525,4423
1,2526,61
1,2526,8304
0,2526,5418
0,2526,924
0,2526,11060
0,2526,10348
0,2526,5784
1,2527,6916
1,2527,12224
1,2528,355
1,2528,11120
1,2528,12185
1,2529,8304
0,2529,15101
0,2529,5648
0,2529,3418
0,2529,8659
0,2529,102
0,2529,4900
1,2529,2533
0,2529,13514
0,2529,10863
1,2529,6787
1,2529,13753
1,2529,4923
0,2529,14996
0,2529,16103
0,2529,10323
1,2529,5257
0,2529,1817
0,2529,11036
0,2529,10429
0,2530,6166
0,2530,4078
0,2530,2222
0,2530,10343
0,2531,715
0,2531,14782
0,2531,10501
0,2531,11004
0,2531,11076
1,2531,16393
1,2531,10086
1,2531,1447
1,2531,5275
0,2531,7235
0,2531,15603
0,2531,16086
0,2531,12794
0,2531,2782
0,2531,1836
0,2531,13411
0,2531,1960
0,2531,5189
0,2531,10610
0,2532,11816
0,2532,13158
0,2532,16248
0,2532,3796
0,2532,10263
0,2532,3767
1,2533,9538
1,2533,2598
0,2533,5620
0,2533,14495
1,2533,17
1,2534,8304
1,2534,9118
1,2534,4875
1,2534,7327
1,2534,434
1,2534,9778
1,2534,16464
0,2534,12691
0,2534,9916
0,2534,785
0,2534,7413
1,2534,14675
1,2535,8533
1,2535,4423
1,2535,3954
1,2535,16108
1,2535,6221
1,2535,8343
1,2535,715
0,2535,4274
1,2535,10270
0,2535,14558
0,2535,1341
1,2535,15273
0,2535,7663
1,2535,16358
1,2535,3546
1,2535,2673
1,2536,1118
1,2536,2952
1,2536,14109
1,2536,6987
1,2536,14096
1,2536,1715
1,2536,14585
1,2536,15915
1,2536,9394
1,2536,11396
1,2536,15945
1,2536,15974
1,2536,10958
1,2537,2782
1,2537,14257
1,2537,14978
1,2537,12033
1,2537,5921
1,2537,4100
1,2537,1837
1,2537,16501
1,2537,13887
1,2537,5136
1,2537,7068
1,2537,9324
1,2537,9192
1,2538,6866
1,2538,9282
0,2538,16358
1,2538,13493
0,2538,14933
1,2538,2855
1,2538,16102
1,2538,7068
0,2539,8079
1,2539,6596
1,2539,2014
1,2539,14197
0,2540,7176
1,2540,8647
1,2540,9227
1,2540,3239
1,2540,8200
1,2540,3844
1,2540,12727
1,2541,1715
1,2541,8304
1,2541,2385
1,2541,9118
1,2542,4450
1,2542,9672
1,2542,11044
1,2542,10749
1,2542,9324
1,2542,14996
1,2542,8996
1,2542,2515
1,2542,5542
1,2542,16501
1,2542,5036
0,2542,8113
0,2542,7255
0,2542,7637
0,2542,6927
1,2543,4423
1,2543,15870
1,2543,15833
1,2543,10393
1,2543,13670
1,2543,4081
1,2543,14053
1,2543,11498
1,2543,16501
0,2543,1733
0,2543,6013
0,2543,7021
0,2543,4492
1,2543,839
0,2543,838
0,2543,12737
0,2543,8780
0,2543,950
1,2543,2137
1,2544,16501
1,2544,6484
1,2544,3156
1,2544,6396
1,2544,9499
1,2544,4457
1,2544,441
1,2544,3528
1,2544,15956
1,2544,8086
1,2544,8938
0,2544,3246
1,2545,5003
0,2545,11672
1,2545,5764
1,2545,5960
0,2545,16362
0,2545,14806
0,2545,8186
0,2545,15117
0,2545,8208
0,2545,15667
0,2545,711
0,2545,5850
0,2545,11364
1,2545,16455
1,2545,15215
1,2545,4218
1,2545,13307
0,2545,14833
1,2546,2886
1,2546,14540
1,2546,8742
1,2546,9623
1,2546,16501
1,2546,7444
1,2546,16358
1,2546,3677
1,2546,8304
1,2547,9909
1,2547,7377
1,2547,14073
1,2547,15667
1,2548,1749
1,2548,6310
1,2548,14996
1,2548,2100
1,2548,15870
0,2548,10086
0,2548,4423
0,2548,7068
0,2548,13085
0,2548,15583
1,2548,6029
0,2548,8183
0,2548,415
0,2548,8881
1,2548,9171
0,2548,8503
0,2548,2220
0,2548,2090
0,2548,1985
0,2548,2762
0,2548,11929
1,2548,6396
0,2548,8395
